nu,[0]3-Carene-PNNL(x-sec)-X=0.01-T=298.15K-P=1.0atm-L=15cm
600,1.0000117900695022
600.134003,1.0033868223660847
600.268005,0.9999216340707698
600.402008,1.0008634325434498
600.536011,1.001412096070068
600.670013,1.0003846639642158
600.804016,0.9990524791816123
600.938019,1.0015969738066928
601.072021,1.0017925046191662
601.206024,0.9958520267050536
601.340027,0.9962395881238288
601.474029,0.9982200859292075
601.608032,1.0000911461535582
601.742035,0.9988267887510703
601.876038,1.0001687742407699
602.01004,0.9983993823569777
602.144043,1.0003100680611667
602.278046,1.001497920764237
602.412048,1.0003896558961438
602.546051,0.9980959150741053
602.680054,1.0073555199105508
602.814056,0.9957016644016607
602.948059,1.0028279912442069
603.082062,1.0016207119362677
603.216064,1.0006897677804596
603.350067,1.0022837036879861
603.48407,1.0018869781067068
603.618072,1.0021556200153758
603.752075,0.9993131959579402
603.886078,1.0003996098227406
604.02008,0.9997746553939107
604.154083,1.004292888157931
604.288086,0.9974813770664168
604.422088,1.0003471902565906
604.556091,1.0007599786375352
604.690094,0.9987780471930829
604.824096,0.9992967673840419
604.958099,1.0027624084381606
605.092102,1.0007978180876778
605.226105,0.9993730566111867
605.360107,1.0029929700178986
605.49411,0.9985429625113263
605.628113,0.9979510020681753
605.762115,0.9991241637686474
605.896118,1.0003604649518827
606.030121,1.0029589691325334
606.164123,0.9990139165001805
606.298126,1.0023263016505932
606.432129,1.0001430502307085
606.566131,1.0019404802998335
606.700134,0.9996182428877972
606.834137,1.0035369402632495
606.968139,0.9999430106239562
607.102142,1.0021967092381199
607.236145,1.001980959512912
607.370147,1.0013894644124355
607.50415,1.0019310621035842
607.638153,1.002214748941243
607.772155,0.9968577472425718
607.906158,0.9971864654280529
608.040161,0.9996018092989686
608.174163,1.0022727788551564
608.308166,0.9984777597847665
608.442169,1.0003726694240023
608.576172,1.0014152004523778
608.710174,1.001921944572404
608.844177,0.9989406614956111
608.97818,1.0025456346395483
609.112182,1.0012288544236092
609.246185,0.9994870316132938
609.380188,0.9963605389513938
609.51419,1.0027217973829983
609.648193,0.999059112912098
609.782196,0.9994746280561957
609.916198,1.005233044797069
610.050201,1.003051847433274
610.184204,0.9995410753381521
610.318206,0.9970367989723407
610.452209,1.0028841511841802
610.586212,0.9998449020289341
610.720214,1.0067644764145947
610.854217,1.0017336009516793
610.98822,1.000574735096961
611.122222,1.0008928083162825
611.256225,1.0003319750915383
611.390228,1.0012781160950741
611.52423,1.0037067530793011
611.658233,0.9982923596797071
611.792236,1.0026780796656856
611.926239,0.9994161005356792
612.060241,1.0019175361255463
612.194244,0.9987307062356355
612.328247,1.0012856257091058
612.462249,1.002241809104775
612.596252,1.0034393008691953
612.730255,0.9990047356044741
612.864257,0.9945592547595277
612.99826,1.001440436433401
613.132263,1.0021110250825298
613.266265,1.003765772771544
613.400268,1.001806429631759
613.534271,1.002090983062449
613.668273,1.0018122401259013
613.802276,1.0043549553762765
613.936279,1.0008630922499406
614.070281,1.0039958622539107
614.204284,0.9979955116754244
614.338287,0.9987159251305637
614.472289,0.9992813483538793
614.606292,0.9970338078664304
614.740295,1.0027495731614786
614.874297,1.0020808619946315
615.0083,1.0005213358483203
615.142303,1.0031035059336117
615.276306,0.9996722337271051
615.410308,0.9996772021104532
615.544311,1.0005934360135194
615.678314,0.999786892710585
615.812316,0.9999583598669745
615.946319,1.0003626557436998
616.080322,1.0019913801690783
616.214324,1.001539083174662
616.348327,1.0014088915564878
616.48233,1.0021029080161008
616.616332,1.004317292771628
616.750335,1.0012668017162887
616.884338,1.0020924862000509
617.01834,0.9978218755631728
617.152343,1.000874952547856
617.286346,1.000672385950155
617.420348,0.9959186514342124
617.554351,0.9993874177051945
617.688354,0.9980567904810814
617.822356,1.0021785696418464
617.956359,0.9982435443768626
618.090362,1.0010135132577955
618.224364,1.0019527040482579
618.358367,0.9993186522228857
618.49237,0.9976383929919963
618.626373,1.0009241567699532
618.760375,1.0000156151219148
618.894378,1.0054128970760898
619.028381,1.0029166451570781
619.162383,1.002099801501901
619.296386,1.0012840236533864
619.430389,1.0014138986134633
619.564391,0.9999679375140125
619.698394,1.0016845172077944
619.832397,1.0058272125328087
619.966399,1.000997016691029
620.100402,1.002151611400913
620.234405,0.9989138902446194
620.368407,0.9957380081756813
620.50241,0.9985864000749557
620.636413,0.9976458753080023
620.770415,1.00219851319382
620.904418,1.0004794749113655
621.038421,0.9968489749329943
621.172423,1.0001014751482546
621.306426,1.0017991164715156
621.440429,1.0002671756850674
621.574431,1.0020617224329509
621.708434,1.0007416448826643
621.842437,1.0000083743350645
621.97644,1.0007727784395164
622.110442,0.9989379643594661
622.244445,1.0059846368096983
622.378448,1.0033204003570368
622.51245,0.9994714297425032
622.646453,0.9998372432463177
622.780456,1.001101606323
622.914458,0.9997511709630813
623.048461,0.9993906757134867
623.182464,1.0005429773588668
623.316466,0.9996496613829102
623.450469,0.9979907213084653
623.584472,1.0012373649050414
623.718474,0.9985180991011106
623.852477,1.0019458907930354
623.98648,1.004513555544884
624.120482,1.000278938896221
624.254485,0.9997901420232664
624.388488,0.9998444421003849
624.52249,1.0041784052943281
624.656493,0.9985778122688427
624.790496,1.000815061982639
624.924498,1.0004917508698354
625.058501,0.999615633887588
625.192504,0.9972542764132494
625.326507,0.9988698391133941
625.460509,0.9959220375633837
625.594512,1.004220280406919
625.728515,1.0004362651359657
625.862517,1.0000749548089714
625.99652,1.0016576724224548
626.130523,1.0007192785568457
626.264525,1.0005533430378064
626.398528,1.0025343059378842
626.532531,0.9981863466605
626.666533,1.0002871712257642
626.800536,1.002796603219306
626.934539,0.9991432472224218
627.068541,1.0020961939491093
627.202544,1.0006974130794903
627.336547,0.9974947434064237
627.470549,0.9988584520621345
627.604552,1.0031320947909201
627.738555,1.0016325311304015
627.872557,1.0003356363132672
628.00656,1.0011931111915269
628.140563,1.0043470210034697
628.274565,0.9996450430121431
628.408568,1.0006164099025494
628.542571,0.9991734717627941
628.676574,0.9979945136804118
628.810576,1.0011664798089681
628.944579,1.0014260157949453
629.078582,1.0031149413787612
629.212584,1.0025587680733858
629.346587,0.9984229448604378
629.48059,1.0014594639824546
629.614592,1.003953494522489
629.748595,1.0009112549407249
629.882598,1.000700585295318
630.0166,0.999850661152156
630.150603,1.0012814203183091
630.284606,1.0002732473252511
630.418608,0.9990835302151959
630.552611,1.001860729011745
630.686614,1.0010640657166539
630.820616,1.0030364005537646
630.954619,0.9964769206589027
631.088622,0.9990099304426058
631.222624,0.9985386687858191
631.356627,1.0009340759774963
631.49063,1.0008339175160255
631.624632,0.998798122833591
631.758635,1.0020005985321803
631.892638,0.998983017477599
632.026641,1.0031637942659646
632.160643,0.9997608585988644
632.294646,0.9999606477743191
632.428649,0.9983240060491012
632.562651,1.0012629969096711
632.696654,1.0006111766924106
632.830657,1.0013288821824695
632.964659,1.0007925038653729
633.098662,1.0001520715617078
633.232665,1.000927319695286
633.366667,0.9994308920034237
633.50067,0.9996879486981386
633.634673,1.0026392767748433
633.768675,1.0024383679955098
633.902678,1.0038305177518911
634.036681,1.0026927188725145
634.170683,1.0001985197024286
634.304686,1.0004012004593847
634.438689,1.0010837868730011
634.572691,1.0021328713409998
634.706694,1.000375650538999
634.840697,1.001999596532083
634.974699,1.0005323916701647
635.108702,0.9991667773229598
635.242705,1.0010430435920068
635.376708,1.0005805484530597
635.51071,0.9998294545445299
635.644713,1.0002667955836129
635.778716,1.0009134169113705
635.912718,1.0022867105436075
636.046721,1.000425550520943
636.180724,0.9978418322002498
636.314726,1.0010672691267894
636.448729,0.9996210518190063
636.582732,1.0011169232947514
636.716734,0.998933069575433
636.850737,1.0013385951197344
636.98474,1.000658556753341
637.118742,0.9988575530899323
637.252745,1.0023980707830957
637.386748,1.0009862159914888
637.52075,1.0007237818037316
637.654753,1.0004921610715374
637.788756,1.0016326312936596
637.922758,1.0031754310334713
638.056761,0.9996791514828979
638.190764,1.0013500104447859
638.324766,0.9987628658821439
638.458769,0.9986407246527349
638.592772,1.0009880177682993
638.726775,1.0011025073148512
638.860777,1.0035473771016996
638.99478,0.9970932328522262
639.128783,1.002041280582321
639.262785,1.0003621455588754
639.396788,0.9994859921473214
639.530791,1.0035848101169869
639.664793,0.9988178992322089
639.798796,0.9990451261824246
639.932799,1.0011768919945014
640.066801,1.0002580832977654
640.200804,0.9981402315165523
640.334807,0.9987007447638728
640.468809,1.002665746801153
640.602812,1.0035034226891912
640.736815,0.995978806737431
640.870817,0.9981126832263306
641.00482,1.0007573266271057
641.138823,0.9998455919221545
641.272825,1.0031679072459527
641.406828,0.9998535607232778
641.540831,1.002041280582321
641.674833,1.0001248377915886
641.808836,0.9987683590930125
641.942839,0.9997068629730564
