nu,[0]Aceticacid-PNNL(x-sec)-X=0.01-T=298.15K-P=1.0132atm-L=15cm
550,0.6953430208470693
550.131003,0.7021206665888261
550.262005,0.7486377929108913
550.393008,0.7058376679566927
550.52401,0.74126284498808
550.655013,0.6895128122348206
550.786016,0.7282797737572116
550.917018,0.6750895029073645
551.048021,0.7015662103012908
551.179024,0.7041456887408056
551.310026,0.7706122116331928
551.441029,0.6915844565843163
551.572031,0.6318899687952254
551.703034,0.7029988661824592
551.834037,0.6593966689467812
551.965039,0.6955794776695393
552.096042,0.679736538003736
552.227045,0.6916328691906987
552.358047,0.6530249122330202
552.48905,0.6711450469638219
552.620052,0.7021206665888261
552.751055,0.6520917539756989
552.882058,0.6957116503263012
553.01306,0.6724348833006382
553.144063,0.6116653253819679
553.275066,0.7431629089153884
553.406068,0.7859830906124936
553.537071,0.612945042750839
553.668073,0.6947522304008594
553.799076,0.6623044066218836
553.930079,0.6441330337920759
554.061081,0.6729865060393583
554.192084,0.7255828616618891
554.323086,0.6423319839439312
554.454089,0.6665834106045547
554.585092,0.6457389235492428
554.716094,0.6715747172737119
554.847097,0.6530967489243114
554.9781,0.6753325788794609
555.109102,0.7019942962425125
555.240105,0.6685928493586566
555.371107,0.6668100874970483
555.50211,0.6206797689623739
555.633113,0.6845661493427069
555.764115,0.6310059418021983
555.895118,0.6891888173578306
556.026121,0.6779579592297663
556.157123,0.674070887006525
556.288126,0.6434763530617147
556.419128,0.6507823659260358
556.550131,0.6384384538073093
556.681134,0.6774903295886773
556.812136,0.6130799054946021
556.943139,0.6719710632674742
557.074141,0.6612323420898876
557.205144,0.6345114159173686
557.336147,0.6259342157909176
557.467149,0.6712725766376805
557.598152,0.6755689866510153
557.729155,0.6503009651155184
557.860157,0.6403182247708205
557.99116,0.686265980312259
558.122162,0.6536978744086451
558.253165,0.6261345467912213
558.384168,0.6811586729815468
558.51517,0.6671302331678611
558.646173,0.6501644162509767
558.777176,0.6223454217209409
558.908178,0.6457260088999187
559.039181,0.6291660919402088
559.170183,0.6612984686303686
559.301186,0.6536913374625859
559.432189,0.6222707447510422
559.563191,0.6308797532331154
559.694194,0.6731480421843697
559.825197,0.6470316937356042
559.956199,0.6438432391355574
560.087202,0.6756838431412711
560.218204,0.6427560629840233
560.349207,0.6512966871252421
560.48021,0.6327119599331351
560.611212,0.6141046043221505
560.742215,0.6426982175414387
560.873217,0.6485929206402804
561.00422,0.599229868934482
561.135223,0.6048045082666516
561.266225,0.6275888652969333
561.397228,0.6232547096553257
561.528231,0.6251897970911003
561.659233,0.6356799916826664
561.790236,0.5924966855481847
561.921238,0.6162392487653378
562.052241,0.6367870377189382
562.183244,0.6210957637502709
562.314246,0.6208660008264454
562.445249,0.5807818883082804
562.576252,0.6603402807049829
562.707254,0.6054277778388937
562.838257,0.608730279610751
562.969259,0.6023720507922552
563.100262,0.604919432040635
563.231265,0.6247523173689031
563.362267,0.6210398676468958
563.49327,0.6137362520762816
563.624272,0.6293989264659576
563.755275,0.5894001229951459
563.886278,0.5725987897070359
564.01728,0.6091139005148023
564.148283,0.588204854353602
564.279286,0.5741296712930127
564.410288,0.6066883781866719
564.541291,0.5996974505653806
564.672293,0.6086694096263399
564.803296,0.5830746827873041
564.934299,0.5512427523345165
565.065301,0.5668049715184716
565.196304,0.5704897936637414
565.327307,0.5860325176935883
565.458309,0.5817933284917101
565.589312,0.5947465087082442
565.720314,0.5628455626101501
565.851317,0.5787584923977117
565.98232,0.5504165080441533
566.113322,0.5897302794992163
566.244325,0.6118060245865942
566.375328,0.584131003645141
566.50633,0.5612437364432349
566.637333,0.5428240742682836
566.768335,0.5588858671103463
566.899338,0.5680817185061218
567.030341,0.5627611421074545
567.161343,0.5774231032485544
567.292346,0.5652427466590868
567.423348,0.5551538480254922
567.554351,0.5759698289230909
567.685354,0.5790653156996753
567.816356,0.5720321974146871
567.947359,0.5643390813894299
568.078362,0.5618221153057521
568.209364,0.5500753555773589
568.340367,0.5752675741942922
568.471369,0.5599711580844018
568.602372,0.5614289774393445
568.733375,0.5683430962088972
568.864377,0.5721981108082167
568.99538,0.5688263932128029
569.126383,0.5760735128235681
569.257385,0.5743938316940417
569.388388,0.5738943263767872
569.51939,0.565593305824127
569.650393,0.5615525054019588
569.781396,0.544014161660978
569.912398,0.5765230254507048
570.043401,0.5409221016821978
570.174403,0.5669296823298919
570.305406,0.5802130008581189
570.436409,0.5802652223781292
570.567411,0.5893942290233859
570.698414,0.5656385550985399
570.829417,0.5729080765534106
570.960419,0.5845108122219255
571.091422,0.5839966689633833
571.222424,0.5969630859982419
571.353427,0.5785386059516713
571.48443,0.594033240944045
571.615432,0.5846277260753655
571.746435,0.5704099306831676
571.877438,0.5842770546516676
572.00844,0.5826142356884533
572.139443,0.6050283273386851
572.270445,0.6005015837980789
572.401448,0.5964081684049402
572.532451,0.5949368580453005
572.663453,0.6212821204315004
572.794456,0.6039946129766058
572.925459,0.6119039213820627
573.056461,0.6091504484452601
573.187464,0.617930059660053
573.318466,0.605470159266675
573.449469,0.6124487582885524
573.580472,0.633516014588885
573.711474,0.6190557164055539
573.842477,0.62999083961243
573.973479,0.6180598385988932
574.104482,0.6204129340353408
574.235485,0.6518505246569039
574.366487,0.6345494877444671
574.49749,0.6219907859113675
574.628493,0.6269051661175042
574.759495,0.6346510237851728
574.890498,0.6518440061842498
575.0215,0.6387449778250159
575.152503,0.6527376444751789
575.283506,0.6367297294644536
575.414508,0.6537305601195016
575.545511,0.6600761974128805
575.676514,0.6492483304163488
575.807516,0.6597198524880664
575.938519,0.674677823885458
576.069521,0.6783173721841779
576.200524,0.6609745117566556
576.331527,0.6789145541932458
576.462529,0.6767319651828795
576.593532,0.6758595437805811
576.724534,0.6699045764159882
576.855537,0.6732355571182012
576.98654,0.6772667946652039
577.117542,0.6756500597937047
577.248545,0.6942035928791975
577.379548,0.6826861785765909
577.51055,0.6769147074825792
577.641553,0.6846619953126761
577.772555,0.6767725703189323
577.903558,0.6888029796647475
578.034561,0.7027669148306971
578.165563,0.7021136454172662
578.296566,0.7078026267007678
578.427569,0.6885825979742058
578.558571,0.6917297045707038
578.689574,0.7131952878982822
578.820576,0.7059082552527943
578.951579,0.7003955724847305
579.082582,0.6860944352612058
579.213584,0.6839776755342794
579.344587,0.6811178046872289
579.47559,0.6806616086008429
579.606592,0.6635241685669219
579.737595,0.6539528662998513
579.868597,0.6506066784061183
579.9996,0.5875346828899529
580.130603,0.55624301660415
580.261605,0.5230909131025008
580.392608,0.491649113927522
580.52361,0.4610863238705255
580.654613,0.4219029363717114
580.785616,0.4013545811974124
580.916618,0.3877788795032732
581.047621,0.3417075584400619
581.178624,0.2441188700457975
581.309626,0.19208832244373253
581.440629,0.16515018614815755
581.571631,0.17847620356692823
581.702634,0.2631581754560287
581.833637,0.30614390799957225
581.964639,0.3334041037343145
582.095642,0.4229378658367364
582.226645,0.4973854500754341
582.357647,0.54757819805097
582.48865,0.5504990767128553
582.619652,0.5568440835798256
582.750655,0.5799055694441851
582.881658,0.6163686725966051
583.01266,0.6420237385764446
583.143663,0.6720651458019554
583.274665,0.6846277630687237
583.405668,0.6935721549575063
583.536671,0.6941827670837997
583.667673,0.6991290030896197
583.798676,0.696574867856968
583.929679,0.7015171023853669
584.060681,0.7037374026557462
584.191684,0.7090069145207735
584.322686,0.6783784234949422
584.453689,0.7085532952691243
584.584692,0.6825155283641121
584.715694,0.6912525757029395
584.846697,0.680559517016613
584.9777,0.6762787066247796
585.108702,0.6782495438384333
585.239705,0.6752718016823765
585.370707,0.6625296284056686
585.50171,0.6579673295692758
585.632713,0.6596472872954514
585.763715,0.6566855434242732
585.894718,0.6475948562493262
586.025721,0.6416578893223989
586.156723,0.6363859882290293
586.287726,0.6274131650138376
586.418728,0.6254274143584164
586.549731,0.6250147684530677
586.680734,0.6146698405269131
586.811736,0.6077753229089291
586.942739,0.5997094446343322
587.073741,0.6064518158518328
587.204744,0.6071071376230119
587.335747,0.5931665852248885
587.466749,0.5862728402886082
587.597752,0.5979429086942788
587.728755,0.5962888986986273
587.859757,0.5951689286707685
587.99076,0.5841543693525979
588.121762,0.5747500662910057
588.252765,0.5829289323361728
588.383768,0.5822414818715574
588.51477,0.5640739043426644
588.645773,0.5711291001774637
588.776776,0.5621761747554109
588.907778,0.5732691223591264
589.038781,0.5610024535161114
589.169783,0.5575238479337356
589.300786,0.5606323140562486
589.431789,0.563639734613118
589.562791,0.5450106190572489
589.693794,0.5459488439641436
589.824796,0.5503889879067603
589.955799,0.5460034415783752
590.086802,0.5446891576324505
590.217804,0.5401113267628843
590.348807,0.5309433228850208
590.47981,0.5422327183748422
590.610812,0.5363008435969475
590.741815,0.5436552307745035
590.872817,0.5491684796190693
591.00382,0.534683658228306
591.134823,0.5316021009633953
591.265825,0.525649835450706
591.396828,0.5242639500587556
591.527831,0.5213779856442524
591.658833,0.5221293107678402
591.789836,0.5261283945123146
591.920838,0.5239966436131631
592.051841,0.5228242047532284
592.182844,0.5253555539493645
592.313846,0.5292258503268622
592.444849,0.5262073196907319
592.575852,0.5275666874058452
592.706854,0.5215344225043014
592.837857,0.5170529458238053
592.968859,0.5273662501501215
593.099862,0.526986683110545
593.230865,0.521445769188221
593.361867,0.5103237248639925
593.49287,0.5101247374163699
593.623872,0.5177048431446094
593.754875,0.5228189765373221
593.885878,0.5194057029152704
594.01688,0.5108598461895394
594.147883,0.5232687942510373
594.278886,0.5077530863787445
594.409888,0.5180414606815011
594.540891,0.5247727328100542
594.671893,0.5154267915820172
594.802896,0.5091156897231577
594.933899,0.510185956057905
595.064901,0.5061005064859546
595.195904,0.5225315051621015
595.326907,0.5212059592948985
595.457909,0.5258391034576654
595.588912,0.5245523745407498
595.719914,0.51775143867726
595.850917,0.5243583260633518
595.98192,0.5157206686002125
596.112922,0.5231536877784784
596.243925,0.521445769188221
596.374927,0.5249984336073562
596.50593,0.5297394484565018
596.636933,0.5316818472593625
596.767935,0.5268760275263348
596.898938,0.5365690610675258
597.029941,0.5374981289551781
597.160943,0.5300096844795431
597.291946,0.5316233654727212
597.422948,0.5323628357635195
597.553951,0.5373530240504039
597.684954,0.5371542402087838
597.815956,0.5344537936796876
597.946959,0.5462164244495511
598.077962,0.5449397722819116
598.208964,0.5574067802182098
598.339967,0.554410440063711
598.470969,0.5601279719615837
598.601972,0.565932763634781
598.732975,0.5615244284786176
598.863977,0.5716090501723895
598.99498,0.5677296170033928
599.125983,0.5662101386402886
599.256985,0.5744799972310495
599.387988,0.5803580722415007
599.51899,0.574652367084404
599.649993,0.587899067340852
599.780996,0.5792448537745061
599.911998,0.5832437989659731
600.043001,0.5877109697365247
600.174003,0.5964558829669695
600.305006,0.5946335176060843
600.436009,0.5982479373534095
600.567011,0.5920998457250533
600.698014,0.59746474565804
600.829017,0.5970944323247277
600.960019,0.6077753229089291
601.091022,0.6215866232676142
601.222024,0.6118794457147241
601.353027,0.6143871574223694
601.48403,0.6140002154127244
601.615032,0.6234354797315199
601.746035,0.6354321248230895
601.877038,0.6220716499695859
602.00804,0.6330157345739843
602.139043,0.6457776690470091
602.270045,0.6465789300357722
602.401048,0.6491704252910998
602.532051,0.6552489756999922
602.663053,0.6542930102200819
602.794056,0.6553669311312885
602.925059,0.6565739163704595
603.056061,0.6608951995740708
603.187064,0.6655576621812317
603.318066,0.6649256826399718
603.449069,0.6714739886209586
603.580072,0.6749140024526562
603.711074,0.6818197174490742
603.842077,0.6831847214329549
603.973079,0.6867053311169199
604.104082,0.6847647023148056
604.235085,0.6879149966931377
604.366087,0.6940508848872592
604.49709,0.6944466066616364
604.628093,0.7009491036029969
604.759095,0.6978577454993132
604.890098,0.6993597537324012
605.0211,0.6992268880018362
605.152103,0.7001434754588233
605.283106,0.7023734755316775
605.414108,0.7120266062070564
605.545111,0.7166626866898371
605.676114,0.7170211076309502
605.807116,0.725865894165688
605.938119,0.722390086485673
606.069121,0.7206007787298855
606.200124,0.7223034048762953
606.331127,0.7282287959572925
606.462129,0.7252564228283874
606.593132,0.7303291179015068
606.724134,0.7337403936903597
606.855137,0.7419822187876064
606.98614,0.7304971129173103
607.117142,0.7408997151681075
607.248145,0.7351431770739818
607.379148,0.7306286142323988
607.51015,0.7414481838657214
607.641153,0.7363866194561001
607.772155,0.7427765646609642
607.903158,0.7485030502353719
608.034161,0.7480017211557097
608.165163,0.7459326234114824
608.296166,0.7555494848075307
608.427169,0.755209564027279
608.558171,0.756305412193037
608.689174,0.7539117200429404
608.820176,0.7602332385156259
608.951179,0.7587977546543878
609.082182,0.7609558032561246
609.213184,0.7613516031728773
609.344187,0.7528645107311618
609.47519,0.7610623445262952
609.606192,0.7596101027806107
609.737195,0.7674898686990715
609.868197,0.7673824276385034
609.9992,0.7660100417448438
610.130203,0.7714680660994596
610.261205,0.7630818343815259
610.392208,0.7685651070064431
610.52321,0.7734842276983414
610.654213,0.7579938551764492
610.785216,0.7707201048951736
610.916218,0.7620980934644855
611.047221,0.7758857492393767
611.178224,0.7659028078455475
611.309226,0.7678046040615786
611.440229,0.7618237875288693
611.571231,0.7664851152282872
611.702234,0.7788786670438457
611.833237,0.7696495481586697
611.964239,0.7599672034409991
612.095242,0.7636543604277423
612.226245,0.7634176642658103
612.357247,0.768911039133487
612.48825,0.7641738219897476
612.619252,0.7613592167269768
612.750255,0.7527666447061963
612.881258,0.770034469154979
613.01226,0.7682423774394537
613.143263,0.7645330681023061
613.274265,0.7641356142538495
613.405268,0.7527817001896446
613.536271,0.7574179986996942
613.667273,0.7568350113196411
613.798276,0.7642349583409282
613.929279,0.7660866465791961
614.060281,0.747657719490427
614.191284,0.747373663531071
614.322286,0.7492669128503187
614.453289,0.7573422606867879
614.584292,0.7513753137914051
614.715294,0.741188722409772
614.846297,0.7388650399121413
614.9773,0.7491620228249927
615.108302,0.754258599210252
615.239305,0.7463131460744534
615.370307,0.7376395413910748
615.50131,0.7387763814269673
615.632313,0.7449933401786877
615.763315,0.7389093731445197
615.894318,0.7371897184807622
616.025321,0.7257642800536587
616.156323,0.7266938531319798
616.287326,0.7313815494001038
616.418328,0.7245025482313856
616.549331,0.7264104977871421
616.680334,0.7230983757754942
616.811336,0.7181405334840003
616.942339,0.7162686305875193
617.073341,0.7230911448278913
617.204344,0.7139802343563736
617.335347,0.7080149993430815
617.466349,0.7029918362289472
617.597352,0.708822596685355
617.728355,0.7055553893489953
617.859357,0.7133308078769732
617.99036,0.7034629985809832
618.121362,0.6894852322739342
618.252365,0.6866778634530322
618.383368,0.6962405921529836
618.51437,0.6975298294252423
618.645373,0.6889545329905283
618.776376,0.6756027659448232
618.907378,0.6720181028882705
619.038381,0.667817731308786
619.169383,0.6763869198746687
619.300386,0.6792880599027067
619.431389,0.6667834156269894
619.562391,0.6536848005818957
619.693394,0.6699380724822037
619.824396,0.6713195673627013
619.955399,0.674644090837597
620.086402,0.6635108982162544
620.217404,0.6489043199720486
620.348407,0.6509385724378897
620.47941,0.6547642708208982
620.610412,0.6534364475477396
620.741415,0.6467211930487377
620.872417,0.6469346462602865
621.00342,0.6324715750643781
621.134423,0.631896287726508
621.265425,0.6329777547693154
621.396428,0.6282795928792818
621.527431,0.6143441518265632
621.658433,0.6093758758126762
621.789436,0.6014270686775786
621.920438,0.5998773867896343
622.051441,0.6005616369590668
622.182444,0.5853004346936695
622.313446,0.5532308025862802
622.444449,0.545206858201036
622.575452,0.5503119388420137
622.706454,0.5606771664354444
622.837457,0.5598199862808309
622.968459,0.5572841642148167
623.099462,0.5754286716676604
623.230465,0.5820377330110329
623.361467,0.5906391637909238
623.49247,0.5729710999080525
623.623472,0.5247727328100542
623.754475,0.48482368025958256
623.885478,0.4813358594723469
624.01648,0.5335246526657893
624.147483,0.5590926931416333
624.278486,0.5635270179382386
624.409488,0.5683033135845706
624.540491,0.5774923981785569
624.671493,0.5849844577803798
624.802496,0.5899780182380994
624.933499,0.5749800123036586
625.064501,0.5695435661923463
625.195504,0.5751352778668883
625.326507,0.5782609740577995
625.457509,0.5866951087320136
625.588512,0.5837806301655091
625.719514,0.5664763199531581
625.850517,0.5743249085697085
625.98152,0.5815548421200755
626.112522,0.5871646526115086
626.243525,0.5811072172493347
626.374527,0.566238449854995
626.50553,0.5549540286098559
626.636533,0.5587405756736028
626.767535,0.5727075938131431
626.898538,0.56102489406306
627.029541,0.5431607295466822
627.160543,0.5378207246015673
627.291546,0.5532197380808739
627.422548,0.5670430796057075
627.553551,0.5690767318962882
627.684554,0.5499543523099794
627.815556,0.5353096042154308
627.946559,0.544580230693981
628.077562,0.5492508610694665
628.208564,0.5497673996139533
628.339567,0.5362096802026441
628.470569,0.5235357293987822
628.601572,0.5303967328046637
628.732575,0.5536458813232894
628.863577,0.5582602653415695
628.99458,0.5531146363156224
629.125583,0.5445693391982824
629.256585,0.5464950658735439
629.387588,0.5621199599487225
629.51859,0.5721065664342326
629.649593,0.5688320815051765
629.780596,0.5591094661740218
629.911598,0.558422184295632
630.042601,0.568661457475609
630.173603,0.5755552799018224
630.304606,0.5735042108891492
630.435609,0.5611034430465294
630.566611,0.5577915236177685
630.697614,0.5597248249721035
630.828617,0.5673663862947357
630.959619,0.5704498607758524
631.090622,0.5691450252016321
631.221624,0.5605314093214171
631.352627,0.5604081059752317
631.48363,0.5746753536388154
631.614632,0.5814966895435407
631.745635,0.5773307229426562
631.876638,0.5778389975868886
632.00764,0.5812583247689457
632.138643,0.5871000680519373
632.269645,0.591590858753498
632.400648,0.5892410064436383
632.531651,0.5939738405900177
632.662653,0.5876757081361991
632.793656,0.5968854858411816
632.924658,0.6061607888322963
633.055661,0.6041395890801569
633.186664,0.6043027287920785
633.317666,0.6020167561045271
633.448669,0.601968596690441
633.579672,0.6119834740626546
633.710674,0.6150633551360933
633.841677,0.614319578551959
633.972679,0.6037711763081373
634.103682,0.5972317798385209
634.234685,0.609339314356982
634.365687,0.6182514668497031
634.49669,0.6140738998595524
634.627693,0.6069614493932692
634.758695,0.6104371128450582
634.889698,0.6179115220363289
635.0207,0.6193962906989223
635.151703,0.6131534794976133
635.282706,0.6168928086945965
635.413708,0.6155002051816548
635.544711,0.6202082315448777
635.675714,0.6148050827679301
635.806716,0.6103211408113098
635.937719,0.61851737214599
636.068721,0.6131718743779201
636.199724,0.6125038811572903
636.330727,0.6219472480801955
636.461729,0.6270556414136857
636.592732,0.6260030723416955
636.723734,0.6165906052642232
636.854737,0.6058396087344594
636.98574,0.5597752024733046
637.116742,0.5446564772634134
637.247745,0.5974109762505904
637.378748,0.607076783025002
637.50975,0.608419906320066
637.640753,0.6113534555995774
637.771755,0.6179918557557723
637.902758,0.6167694424698913
638.033761,0.6150326027371529
638.164763,0.6199415993353469
638.295766,0.6097416110477621
638.426769,0.6136073809952827
638.557771,0.6162885498772571
638.688774,0.6168249542177048
638.819776,0.6182081907617044
638.950779,0.6316246307332248
639.081782,0.623765988112762
639.212784,0.6247273277760036
639.343787,0.6199044039552593
639.474789,0.6320353202028194
639.605792,0.629927843678318
639.736795,0.6222209650826753
639.867797,0.6253586211265342
639.9988,0.615346349363138
640.129803,0.6155002051816548
640.260805,0.6080488833507213
640.391808,0.5991459826250098
640.52281,0.5975304703948566
640.653813,0.5847680535682491
640.784816,0.5780817409384106
640.915818,0.5726216941167094
641.046821,0.5578249921132304
641.177824,0.5452504764944005
641.308826,0.5080019463567854
641.439829,0.47230987215558895
641.570831,0.42780405656164605
641.701834,0.3499377491111553
641.832837,0.21135840174571147
641.963839,0.03810156201198382
642.094842,7.830492952912408e-05
642.225845,0.00011365988885140599
642.356847,0.0021010879436481147
642.48785,0.07732020293758629
642.618852,0.11016236015500358
642.749855,0.19084379743588578
642.880858,0.34054772557454255
643.01186,0.45372681097420714
643.142863,0.5059082248293185
643.273865,0.5493222683227764
643.404868,0.5670884448666623
643.535871,0.5836347032495923
643.666873,0.600801909665188
643.797876,0.6084138221514237
643.928879,0.6179485978399141
644.059881,0.6150941090726921
644.190884,0.61795477735679
644.321886,0.6279278548031227
644.452889,0.630684210820253
644.583892,0.6334780047683156
644.714894,0.6301546585262652
644.845897,0.6332563262626482
644.9769,0.62582781601847
645.107902,0.6272249692951027
645.238905,0.6329587657215094
645.369907,0.6308860620621918
645.50091,0.6285120993396898
645.631913,0.6307914362499958
645.762915,0.6231238399081025
645.893918,0.6151064110778932
646.02492,0.6199230013663377
646.155923,0.6160482442054569
646.286926,0.6213380383386073
646.417928,0.6129327839725722
646.548931,0.6100953637605397
646.679934,0.6110050834253875
646.810936,0.6088642150046185
