2024-12-12 21:31:41,636 INFO    StreamThr :22428 [internal.py:wandb_internal():86] W&B internal server running at pid: 22428, started at: 2024-12-12 21:31:41.635173
2024-12-12 21:31:41,638 DEBUG   HandlerThread:22428 [handler.py:handle_request():146] handle_request: status
2024-12-12 21:31:41,646 INFO    WriterThread:22428 [datastore.py:open_for_write():87] open: .\wandb\offline-run-20241212_213141-uy1lgwzz\run-uy1lgwzz.wandb
2024-12-12 21:31:41,659 DEBUG   HandlerThread:22428 [handler.py:handle_request():146] handle_request: run_start
2024-12-12 21:31:41,746 DEBUG   HandlerThread:22428 [system_info.py:__init__():26] System info init
2024-12-12 21:31:41,746 DEBUG   HandlerThread:22428 [system_info.py:__init__():41] System info init done
2024-12-12 21:31:41,746 INFO    HandlerThread:22428 [system_monitor.py:start():194] Starting system monitor
2024-12-12 21:31:41,747 INFO    SystemMonitor:22428 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-12-12 21:31:41,747 INFO    HandlerThread:22428 [system_monitor.py:probe():214] Collecting system info
2024-12-12 21:31:41,751 INFO    SystemMonitor:22428 [interfaces.py:start():190] Started cpu monitoring
2024-12-12 21:31:41,752 INFO    SystemMonitor:22428 [interfaces.py:start():190] Started disk monitoring
2024-12-12 21:31:41,753 INFO    SystemMonitor:22428 [interfaces.py:start():190] Started gpu monitoring
2024-12-12 21:31:41,753 INFO    SystemMonitor:22428 [interfaces.py:start():190] Started memory monitoring
2024-12-12 21:31:41,785 DEBUG   HandlerThread:22428 [system_info.py:probe():150] Probing system
2024-12-12 21:31:41,816 INFO    SystemMonitor:22428 [interfaces.py:start():190] Started network monitoring
2024-12-12 21:31:41,818 DEBUG   HandlerThread:22428 [gitlib.py:_init_repo():56] git repository is invalid
2024-12-12 21:31:41,818 DEBUG   HandlerThread:22428 [system_info.py:probe():198] Probing system done
2024-12-12 21:31:41,818 DEBUG   HandlerThread:22428 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.19045-SP0', 'python': '3.11.4', 'heartbeatAt': '2024-12-12T13:31:41.785200', 'startedAt': '2024-12-12T13:31:41.619174', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '<python with no main file>', 'codePathLocal': None, 'host': 'DESKTOP-AALVSLP', 'username': 'Raytine', 'executable': 'c:\\Users\\Raytine\\.conda\\envs\\pytorch\\python.exe', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 3192.0, 'min': 0.0, 'max': 3192.0}, 'cpu_freq_per_core': [{'current': 3192.0, 'min': 0.0, 'max': 3192.0}], 'disk': {'/': {'total': 931.4960899353027, 'used': 898.8108901977539}}, 'gpu': 'NVIDIA GeForce RTX 2060', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 2060', 'memory_total': 6442450944}], 'memory': {'total': 15.933113098144531}}
2024-12-12 21:31:41,818 INFO    HandlerThread:22428 [system_monitor.py:probe():224] Finished collecting system info
2024-12-12 21:31:41,818 INFO    HandlerThread:22428 [system_monitor.py:probe():227] Publishing system info
2024-12-12 21:31:41,818 DEBUG   HandlerThread:22428 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-12-12 21:31:49,042 DEBUG   HandlerThread:22428 [system_info.py:_save_conda():222] Saving conda packages done
2024-12-12 21:31:49,044 INFO    HandlerThread:22428 [system_monitor.py:probe():229] Finished publishing system info
2024-12-12 21:31:49,061 DEBUG   HandlerThread:22428 [handler.py:handle_request():146] handle_request: status_report
2024-12-12 21:31:49,062 DEBUG   HandlerThread:22428 [handler.py:handle_request():146] handle_request: keepalive
2024-12-12 21:31:49,062 DEBUG   SenderThread:22428 [sender.py:send_request():406] send_request: status_report
2024-12-12 21:31:49,445 DEBUG   HandlerThread:22428 [handler.py:handle_request():146] handle_request: python_packages
2024-12-12 21:31:51,216 DEBUG   HandlerThread:22428 [handler.py:handle_request():146] handle_request: partial_history
2024-12-12 21:31:51,223 DEBUG   HandlerThread:22428 [handler.py:handle_request():146] handle_request: partial_history
2024-12-12 21:31:51,434 DEBUG   HandlerThread:22428 [handler.py:handle_request():146] handle_request: partial_history
2024-12-12 21:31:51,439 DEBUG   HandlerThread:22428 [handler.py:handle_request():146] handle_request: partial_history
2024-12-12 21:31:51,665 DEBUG   HandlerThread:22428 [handler.py:handle_request():146] handle_request: partial_history
2024-12-12 21:31:51,671 DEBUG   HandlerThread:22428 [handler.py:handle_request():146] handle_request: partial_history
2024-12-12 21:31:51,883 DEBUG   HandlerThread:22428 [handler.py:handle_request():146] handle_request: partial_history
