nu,[0]HFE-347mmz1-HITRAN(x-sec)-X=0.01-T=298.0K-P=0.0atm-L=15cm
663.156148,0.9999991546503573
663.397202,0.9999992400302887
663.638256,0.9999993882901871
663.87931,0.9999993993001804
664.120364,0.9999993352602209
664.361418,0.9999991452403653
664.602472,0.9999991563203559
664.843526,0.9999993478502126
665.08458,0.999999623200071
665.325634,0.9999997502900312
665.566688,0.9999996549600595
665.807742,0.9999995280701114
666.048796,0.9999992846102559
666.28985,0.9999993482502124
666.530904,0.999998986100514
666.771958,0.9999980212019578
667.013012,0.9999977993024215
667.254066,0.9999978115023948
667.49512,0.9999992555602771
667.736174,0.9999999010250049
667.977228,0.9999999332390023
668.218282,0.9999997529600305
668.459336,0.9999995941400823
668.70039,0.9999997534400304
668.941444,0.999999923341003
669.182498,0.9999997111100417
669.423552,0.9999995946000821
669.664606,0.9999994144801714
669.90566,0.9999992133003095
670.146714,0.9999991709603436
670.387768,0.999999234490293
670.628822,0.9999990660704361
670.869876,0.9999994263901645
671.11093,0.99999949016013
671.351984,0.9999996917000475
671.593038,0.9999995542100993
671.834092,0.9999995114701193
672.075146,0.9999992680302678
672.3162,0.9999991620203511
672.557254,0.9999992260202996
672.798308,0.9999994171701698
673.039362,0.9999993856501888
673.280416,0.9999993009102444
673.52147,0.9999992052003158
673.762524,0.9999992801702591
674.003578,0.9999994499501513
674.244632,0.9999996200900721
674.485686,0.9999997254900377
674.72674,0.9999985059011162
674.967794,0.9999981452017201
675.208848,0.9999977848024536
675.449902,0.9999982523015273
675.690956,0.9999982629015087
675.93201,0.9999984009012786
676.173064,0.9999984224012444
676.414118,0.9999982954014528
676.655172,0.9999981576016972
676.896226,0.9999982211015822
677.13728,0.999998126001756
677.378334,0.9999980094019812
677.619388,0.9999976169028396
677.860442,0.9999973993033818
678.101496,0.9999970592043241
678.34255,0.9999964759062097
678.583604,0.9999962816069132
678.824658,0.9999962085071877
679.065712,0.999996135807466
679.306766,0.9999959655081386
679.54782,0.9999954309104383
679.788874,0.999994969112655
680.029928,0.9999942643164491
680.270982,0.9999935108210548
680.512036,0.9999925145280163
680.75309,0.9999916882345429
680.994144,0.9999908862415305
681.235198,0.9999898170518465
681.476252,0.999988602064957
681.717306,0.9999873620798592
681.95836,0.9999859770983218
682.199414,0.9999842521239991
682.440468,0.9999821371595424
682.681522,0.9999799992000187
682.922576,0.9999774232548585
683.16363,0.9999749193145256
683.404684,0.9999725133777642
683.645738,0.9999698404548082
683.886792,0.9999666815550717
684.127846,0.9999631816778111
684.3689,0.9999593908245749
684.609954,0.9999557209803447
684.851008,0.999952028150686
685.092062,0.9999478723586928
685.333116,0.9999436195894351
685.57417,0.9999392208471276
685.815224,0.9999350901067383
686.056278,0.999931177368386
686.297332,0.9999273376400372
686.538386,0.9999240808820021
686.77944,0.9999206781461446
687.020494,0.9999173734137644
687.261548,0.999914141686036
687.502602,0.9999118568848326
687.743656,0.9999099850515886
687.98471,0.9999082842061506
688.225764,0.999906899334136
688.466818,0.999905708445728
688.707872,0.9999049545171081
688.948926,0.9999039096169766
689.18998,0.9999030836966883
689.431034,0.9999018928128248
689.672088,0.9999004349569279
689.913142,0.9998982451773731
690.154196,0.9998954354672519
690.39525,0.9998918358501635
690.636304,0.9998878962840912
690.877358,0.9998840867184636
691.118412,0.9998811870588166
691.359466,0.9998790973093195
691.60052,0.999877127549438
691.841574,0.9998746778534764
692.082628,0.9998731180501955
692.323682,0.9998719282018931
692.564736,0.9998720981801352
692.80579,0.9998728480844902
693.046844,0.9998740379338873
693.287898,0.9998764676307516
693.528952,0.999879287286366
693.770006,0.9998829068559374
694.01106,0.9998858265182881
694.252114,0.999888326235979
694.493168,0.9998901960288974
694.734222,0.9998916358718163
694.975276,0.9998926557618051
695.21633,0.9998930957146704
695.457384,0.9998934856730538
695.698438,0.9998933656858426
695.939492,0.9998937256475191
696.180546,0.9998942355934493
696.4216,0.9998951354986663
696.662654,0.999896425364223
696.903708,0.9998980251997834
697.144762,0.9999002119791558
697.385816,0.9999028357207543
697.62687,0.9999059934188956
697.867924,0.999909565089483
698.108978,0.9999134527454298
698.350032,0.9999178993704412
698.591086,0.999921909049257
698.83214,0.9999263557118737
699.073194,0.9999306334059734
699.314248,0.999935419085437
699.555302,0.9999402067876854
699.796356,0.9999448005235472
700.03741,0.9999489083052251
700.278464,0.9999527731152245
700.519518,0.999956611941289
700.760572,0.9999603547858923
701.001626,0.9999639516497574
701.24268,0.9999672825352279
701.483734,0.9999700294491259
701.724788,0.9999728233692913
701.965842,0.999975036311598
702.206896,0.9999776122506094
702.44795,0.9999793152139331
702.689004,0.9999813061747317
702.930058,0.9999828391472492
703.171112,0.9999845141199075
703.412166,0.9999859020993763
703.65322,0.9999869700848901
703.894274,0.9999882340692191
704.135328,0.9999891590587634
704.376382,0.9999902519475126
704.617436,0.9999912004387164
704.85849,0.999991929332568
705.099544,0.9999925618276634
705.340598,0.9999930722239971
705.581652,0.9999936071204345
705.822706,0.9999941177173007
706.06376,0.9999945063150903
706.304814,0.9999947490137865
706.545868,0.9999950169124157
706.786922,0.9999953090110028
707.027976,0.9999956252095694
707.26903,0.9999958674085392
707.510084,0.9999960370078527
707.751138,0.9999964018064735
707.992192,0.9999967183053847
708.233246,0.9999968889048395
708.4743,0.9999970102044694
708.715354,0.9999973013036415
708.956408,0.9999975438030164
709.197462,0.9999976962026538
709.438516,0.9999976960026542
709.67957,0.9999978336023466
709.920624,0.999997790502441
710.161678,0.9999979198021636
710.402732,0.9999978877022309
710.643786,0.9999979718020569
710.88484,0.9999981303017479
711.125894,0.999998229101568
711.366948,0.9999983664013343
711.608002,0.9999981448017209
711.849056,0.9999980672018679
712.09011,0.9999982809014777
712.331164,0.9999985256010869
712.572218,0.9999987600007688
712.813272,0.9999987601007687
713.054326,0.9999981130017804
713.29538,0.9999982290015682
713.536434,0.9999984314012302
713.777488,0.9999992460702842
714.018542,0.9999993013502441
714.259596,0.999999174110341
714.50065,0.9999988581006519
714.741704,0.9999988248006906
714.982758,0.9999987408007928
715.223812,0.9999988454006665
715.464866,0.999998962700538
715.70592,0.9999992278402982
715.946974,0.9999993040502422
716.188028,0.9999993995201802
716.429082,0.9999991023804029
716.670136,0.9999990288604715
716.91119,0.9999988583006517
717.152244,0.9999990066004935
717.393298,0.9999987738007518
717.634352,0.9999991243503834
717.875406,0.9999991570503552
718.11646,0.9999991136803927
718.357514,0.999999050240451
718.598568,0.99999904090046
718.839622,0.9999993779501934
719.080676,0.9999995392901061
719.32173,0.9999996350500666
719.562784,0.9999996577300586
719.803838,0.9999994661401425
720.044892,0.9999993702101984
720.285946,0.9999994130801723
720.527,0.9999994031201781
720.768054,0.9999993830601903
721.009108,0.9999990951904093
721.250162,0.9999992957902479
721.491216,0.999999488240131
721.73227,0.999999795060021
721.973324,0.9999994680301415
722.214378,0.9999991710503435
722.455432,0.9999992454902846
722.696486,0.9999994139701717
722.93754,0.9999996473400622
723.178594,0.9999996593300581
723.419648,0.9999997749800253
723.660702,0.9999997133400411
723.901756,0.9999995340901086
724.14281,0.9999996924400473
724.383864,0.9999997116300415
724.624918,0.9999999988984
724.865972,0.9999999266730026
725.107026,0.9999999060260044
725.34808,0.99999959997008
725.589134,0.9999995653800945
725.830188,0.9999995758800899
726.071242,0.9999995023201238
726.312296,0.9999996611700575
726.55335,0.9999995899300841
726.794404,0.9999995566100983
727.035458,0.9999995566600983
727.276512,0.9999994706701401
727.517566,0.9999994724801391
727.75862,0.9999994936701282
727.999674,0.9999993667702005
728.240728,0.9999995667300938
728.481782,0.9999997057700433
728.722836,0.9999998545500106
728.96389,0.9999998347500136
729.204944,0.9999997286600368
729.445998,0.9999996224900712
729.687052,0.9999994109801734
729.928106,0.9999992945402488
730.16916,0.999999009080491
730.410214,0.9999990390804617
730.651268,0.9999989874005126
730.892322,0.999999017120483
731.133376,0.99999891370059
731.37443,0.9999986898008583
731.615484,0.999998627400942
731.856538,0.9999983512013593
732.097592,0.9999983096014288
732.338646,0.9999981284017514
732.5797,0.9999979912020176
732.820754,0.999997790002442
733.061808,0.9999974502032507
733.302862,0.9999970122044635
733.543916,0.9999966472056206
733.78497,0.9999962588069983
734.026024,0.9999960644077445
734.267078,0.9999955566098719
734.508132,0.999994923212887
734.749186,0.9999942929162855
734.99024,0.9999938771187449
735.231294,0.9999935121210464
735.472348,0.9999930287242994
735.713402,0.9999922990296526
735.954456,0.9999917892337086
736.19551,0.9999909635408291
736.436564,0.9999901858481591
736.677618,0.999989287057384
736.918672,0.9999886060649114
737.159726,0.9999880700711622
737.40078,0.9999874850783123
737.641834,0.9999869040857522
737.882888,0.9999863940925612
738.123942,0.9999859320989538
738.364996,0.9999852761083976
738.60605,0.9999847171167845
738.847104,0.9999838361306368
739.088158,0.9999843491224762
739.329212,0.9999845191198301
739.570266,0.9999856081035643
739.81132,0.9999849581131303
740.052374,0.9999848341150032
740.293428,0.9999846651175806
740.534482,0.9999845931186873
740.775536,0.9999845921187026
741.01659,0.9999842051247404
741.257644,0.9999840351274399
741.498698,0.9999837911313652
741.739752,0.9999835471353499
741.980806,0.9999829461454186
742.22186,0.9999820711607236
742.462914,0.9999804951902213
742.703968,0.9999786742273975
742.945022,0.9999762482820765
743.186076,0.999973743344712
743.42713,0.999971458407319
743.668184,0.9999705694330876
743.909238,0.999972182386917
744.150292,0.9999752383065758
744.391346,0.9999789322219288
744.6324,0.9999813961730534
744.873454,0.9999829311456746
745.114508,0.9999837601318681
745.355562,0.9999846131183793
745.596616,0.9999851481102904
745.83767,0.9999856571028604
746.078724,0.9999853231077066
746.319778,0.999985226109135
746.560832,0.9999851031109598
746.801886,0.9999850041124394
747.04294,0.9999849091138686
747.283994,0.9999846911171821
747.525048,0.9999848091153827
747.766102,0.9999846161183331
748.007156,0.999984783115778
748.24821,0.9999852461088398
748.489264,0.9999858990994186
748.730318,0.9999864360919907
748.971372,0.9999867510877676
749.212426,0.9999871660823554
749.45348,0.9999877940744929
749.694534,0.9999886450644677
749.935588,0.9999893030572127
750.176642,0.9999901525484864
750.417696,0.999990663543585
750.65875,0.9999914641364307
750.899804,0.9999920724314233
751.140858,0.9999929723246942
751.381912,0.9999935805206049
751.622966,0.9999940895174669
751.86402,0.9999951088119619
752.105074,0.9999957428090619
752.346128,0.9999965177060632
752.587182,0.9999966975054533
752.828236,0.999997057904328
753.06929,0.9999972030039116
753.310344,0.9999972773037066
753.551398,0.9999976039028706
753.792452,0.9999981937016313
754.033506,0.9999986311009369
754.27456,0.9999988565006538
754.515614,0.9999990593604424
754.756668,0.9999992172203064
754.997722,0.9999991336603753
755.238776,0.999999217780306
755.47983,0.9999993251702277
755.720884,0.9999995451801035
755.961938,0.9999998017200197
756.202992,0.9999998993500051
756.444046,0.9999999828250001
756.6851,1.0
756.926154,0.9999999946393
757.167208,1.0
757.408262,0.999999899680005
757.649316,1.0
757.89037,1.0
758.131424,1.0
758.372478,1.0
758.613532,1.0
758.854586,1.0
759.09564,1.0
759.336694,1.0
759.577748,1.0
759.818802,1.0
760.059856,0.9999999992302
760.30091,0.9999999664700006
760.541964,0.9999998922800059
760.783018,0.99999999958147
761.024072,1.0
761.265126,1.0
761.50618,1.0
761.747234,1.0
761.988288,1.0
762.229342,0.9999999676130005
762.470396,1.0
762.71145,1.0
762.952504,1.0
763.193558,1.0
763.434612,1.0
763.675666,1.0
763.91672,1.0
764.157774,1.0
764.398828,1.0
764.639882,1.0
764.880936,1.0
765.12199,1.0
765.363044,1.0
765.604098,1.0
765.845152,1.0
766.086206,0.9999999802810002
766.32726,1.0
766.568314,1.0
766.809368,1.0
767.050422,1.0
767.291476,1.0
767.53253,1.0
767.773584,1.0
768.014638,1.0
768.255692,1.0
768.496746,1.0
768.7378,1.0
768.978854,1.0
769.219908,1.0
769.460962,1.0
769.702016,1.0
769.94307,1.0
770.184124,1.0
770.425178,1.0
770.666232,1.0
770.907286,0.9999998725900081
771.14834,0.9999998766800076
771.389394,0.99999999906548
771.630448,1.0
771.871502,1.0
772.112556,1.0
772.35361,1.0
772.594664,1.0
772.835718,1.0
773.076772,1.0
773.317826,1.0
773.55888,1.0
773.799934,1.0
774.040988,1.0
774.282042,1.0
774.523096,1.0
774.76415,1.0
775.005204,1.0
775.246258,1.0
775.487312,1.0
775.728366,1.0
775.96942,1.0
776.210474,1.0
776.451528,1.0
776.692582,1.0
776.933636,1.0
777.17469,1.0
777.415744,1.0
777.656798,1.0
777.897852,1.0
778.138906,1.0
778.37996,1.0
778.621014,1.0
778.862068,1.0
779.103122,1.0
779.344176,0.9999999463950014
779.58523,1.0
779.826284,1.0
780.067338,1.0
780.308392,1.0
780.549446,1.0
780.7905,1.0
781.031554,1.0
781.272608,1.0
781.513662,1.0
781.754716,1.0
781.99577,1.0
782.236824,1.0
782.477878,1.0
782.718932,1.0
782.959986,1.0
783.20104,1.0
783.442094,1.0
783.683148,1.0
783.924202,1.0
784.165256,1.0
784.40631,1.0
784.647364,1.0
784.888418,1.0
785.129472,1.0
785.370526,1.0
785.61158,1.0
785.852634,1.0
786.093688,1.0
786.334742,1.0
786.575796,1.0
786.81685,1.0
787.057904,1.0
787.298958,1.0
787.540012,1.0
787.781066,1.0
788.02212,1.0
788.263174,1.0
788.504228,1.0
788.745282,1.0
788.986336,1.0
789.22739,1.0
789.468444,1.0
789.709498,1.0
789.950552,1.0
790.191606,1.0
790.43266,1.0
790.673714,1.0
790.914768,0.9999998679000087
791.155822,0.9999998837000068
791.396876,0.9999999793910002
791.63793,1.0
791.878984,1.0
792.120038,1.0
792.361092,1.0
792.602146,1.0
792.8432,1.0
793.084254,1.0
793.325308,1.0
793.566362,1.0
793.807416,1.0
794.04847,1.0
794.289524,1.0
794.530578,1.0
794.771632,1.0
795.012686,1.0
795.25374,1.0
795.494794,1.0
795.735848,1.0
795.976902,1.0
796.217956,1.0
796.45901,1.0
796.700064,1.0
796.941118,1.0
797.182172,1.0
797.423226,1.0
797.66428,1.0
797.905334,1.0
798.146388,1.0
798.387442,1.0
798.628496,1.0
798.86955,1.0
799.110604,1.0
799.351658,1.0
799.592712,1.0
799.833766,1.0
800.07482,1.0
800.315874,1.0
800.556928,1.0
800.797982,1.0
801.039036,1.0
801.28009,1.0
801.521144,1.0
801.762198,1.0
802.003252,1.0
802.244306,1.0
802.48536,1.0
802.726414,1.0
802.967468,1.0
803.208522,1.0
803.449576,1.0
803.69063,1.0
803.931684,1.0
804.172738,1.0
804.413792,1.0
804.654846,1.0
804.8959,0.9999999286760025
805.136954,0.9999999974241
805.378008,1.0
805.619062,1.0
805.860116,1.0
806.10117,1.0
806.342224,1.0
806.583278,1.0
806.824332,1.0
807.065386,1.0
807.30644,1.0
807.547494,1.0
807.788548,1.0
808.029602,1.0
808.270656,1.0
808.51171,1.0
808.752764,1.0
808.993818,1.0
809.234872,1.0
809.475926,1.0
809.71698,1.0
809.958034,1.0
810.199088,1.0
810.440142,1.0
810.681196,1.0
810.92225,1.0
811.163304,1.0
811.404358,1.0
811.645412,1.0
811.886466,1.0
812.12752,1.0
812.368574,1.0
812.609628,1.0
812.850682,1.0
813.091736,1.0
813.33279,0.9999999841380002
813.573844,0.999999987849
813.814898,1.0
814.055952,1.0
814.297006,1.0
814.53806,1.0
814.779114,1.0
815.020168,1.0
815.261222,1.0
815.502276,1.0
815.74333,1.0
815.984384,1.0
816.225438,1.0
816.466492,1.0
816.707546,1.0
816.9486,1.0
817.189654,1.0
817.430708,1.0
817.671762,1.0
817.912816,1.0
818.15387,0.9999999813430002
818.394924,0.9999999167830035
818.635978,0.9999998969100053
818.877032,0.9999998629100094
819.118086,0.9999998967200053
819.35914,0.999999865670009
819.600194,0.9999999383790019
819.841248,0.99999999956224
820.082302,1.0
820.323356,1.0
820.56441,1.0
820.805464,1.0
821.046518,0.9999999713760004
821.287572,0.9999999937679
821.528626,1.0
821.76968,1.0
822.010734,1.0
822.251788,0.9999999945039
822.492842,1.0
822.733896,1.0
822.97495,1.0
823.216004,1.0
823.457058,1.0
823.698112,0.9999999847270001
823.939166,0.999999922477003
824.18022,0.9999999759770003
824.421274,0.9999999434740016
824.662328,0.9999999524450012
824.903382,1.0
825.144436,1.0
825.38549,1.0
825.626544,1.0
825.867598,0.9999999652430006
826.108652,0.999999987456
826.349706,0.9999999968576
826.59076,0.9999999233930029
826.831814,0.9999999972455
827.072868,0.9999999562450009
827.313922,0.9999999945035
827.554976,0.9999999985475
827.79603,1.0
828.037084,1.0
828.278138,1.0
828.519192,1.0
828.760246,0.9999999987945
829.0013,0.9999997524200307
829.242354,0.9999995042201228
829.483408,0.9999995324901093
829.724462,0.999999592590083
829.965516,0.9999997575200295
830.20657,0.9999998314400143
830.447624,0.999999767340027
830.688678,0.9999997874700226
830.929732,0.9999998719100082
831.170786,1.0
831.41184,1.0
831.652894,0.9999999717630004
831.893948,0.9999998440700122
832.135002,0.9999997156500404
832.376056,0.9999998849800066
832.61711,0.9999998752000078
832.858164,0.9999999165510035
833.099218,0.9999997800800242
833.340272,0.9999997828800236
833.581326,0.9999997605500287
833.82238,0.999999634010067
834.063434,0.9999996104900759
834.304488,0.9999996510500608
834.545542,0.9999997276300371
834.786596,0.9999998132700174
835.02765,0.9999999494610012
835.268704,0.9999999463520014
835.509758,1.0
835.750812,1.0
835.991866,1.0
836.23292,0.999999955393001
836.473974,0.9999998378700131
836.715028,0.9999997293200367
836.956082,0.9999996877000488
837.197136,0.9999997010800447
837.43819,0.9999995635100952
837.679244,0.9999996445500632
837.920298,0.9999996452400629
838.161352,0.9999996561600591
838.402406,0.9999996052100779
838.64346,0.999999597680081
838.884514,0.9999995725100914
839.125568,0.999999592540083
839.366622,0.9999996373300658
839.607676,0.9999995957300817
839.84873,0.9999995434401042
840.089784,0.9999993831401902
840.330838,0.999999583040087
840.571892,0.9999996383100654
840.812946,0.999999564190095
841.054,0.9999995530600999
841.295054,0.9999994994101253
841.536108,0.999999680660051
841.777162,0.9999996299800684
842.018216,0.9999997216000388
842.25927,0.9999996177100731
842.500324,0.9999997643700278
842.741378,0.9999997892600222
842.982432,0.9999998092900182
843.223486,0.9999996326000675
843.46454,0.9999995670900937
843.705594,0.9999994583301467
843.946648,0.9999995638500951
844.187702,0.9999994606901454
844.428756,0.9999996491500616
844.66981,0.9999996719300538
844.910864,0.9999998398800128
845.151918,0.9999998237700155
845.392972,0.99999968381005
845.634026,0.9999997052000434
845.87508,0.9999997254100377
846.116134,0.9999998019300196
846.357188,0.9999997080500426
846.598242,0.9999996021000792
846.839296,0.9999995344101084
847.08035,0.9999995607600964
847.321404,0.9999996125700751
847.562458,0.9999995681400933
847.803512,0.9999994303601623
848.044566,0.9999993167902334
848.28562,0.9999994626601444
848.526674,0.9999993999501801
848.767728,0.999999484290133
849.008782,0.9999994653201429
849.249836,0.9999994733501387
849.49089,0.9999994947401276
849.731944,0.9999995586500974
849.972998,0.9999996337500671
850.214052,0.9999995746600905
850.455106,0.9999995401701057
850.69616,0.9999993705301982
850.937214,0.999999454140149
851.178268,0.9999994147801713
851.419322,0.9999994235301661
851.660376,0.9999993416402168
851.90143,0.9999993622902034
852.142484,0.9999993173102331
852.383538,0.9999992643302706
852.624592,0.9999992038403169
852.865646,0.999999206280315
853.1067,0.9999990903904137
853.347754,0.9999991553903567
853.588808,0.9999990976504071
853.829862,0.9999991989003209
854.070916,0.9999991647703488
854.31197,0.9999991095703964
854.553024,0.9999990560804455
854.794078,0.9999990653004368
855.035132,0.9999990535904478
855.276186,0.9999992560502767
855.51724,0.9999991622703509
855.758294,0.9999990670104353
855.999348,0.9999989730005273
856.240402,0.9999989218005813
856.481456,0.9999988461006657
856.72251,0.9999987183008214
856.963564,0.9999985812010065
857.204618,0.9999984656011772
857.445672,0.9999984422012134
857.686726,0.9999982325015621
857.92778,0.9999982206015832
858.168834,0.9999982504015306
858.409888,0.9999982384015517
858.650942,0.9999982931014567
858.891996,0.9999981849016473
859.13305,0.9999978820022429
859.374104,0.9999976630027307
859.615158,0.9999975697029532
859.856212,0.999997543603017
860.097266,0.9999975471030084
860.33832,0.9999974725031942
860.579374,0.9999973995033813
860.820428,0.9999973284035687
861.061482,0.9999973284035687
861.302536,0.9999972537037711
861.54359,0.9999970628043136
861.784644,0.9999967279053533
862.025698,0.9999965732058714
862.266752,0.9999964535062889
862.507806,0.9999963527066514
862.74886,0.999996262606984
862.989914,0.9999960404078392
863.230968,0.9999960421078324
863.472022,0.9999958459086282
863.713076,0.9999957712089413
863.95413,0.9999955336099744
864.195184,0.9999953842106528
864.436238,0.9999951934115516
864.677292,0.9999948774131205
864.918346,0.9999947037140253
865.1594,0.9999943671158648
865.400454,0.999994196916838
865.641508,0.9999939035185836
865.882562,0.999993636220249
866.123616,0.9999933725219619
866.36467,0.9999929593247857
866.605724,0.9999926416270729
866.846778,0.9999922807297937
867.087832,0.9999920060319519
867.328886,0.9999918754330045
867.56994,0.9999907308429589
867.810994,0.9999904337457569
868.052048,0.9999900540494613
868.293102,0.9999899260507426
868.534156,0.999989482055314
868.77521,0.9999887830629103
869.016264,0.9999882220693603
869.257318,0.9999877590749208
869.498372,0.9999871300828181
869.739426,0.9999865000911246
869.98048,0.9999857531014881
870.221534,0.9999848741143974
870.462588,0.9999841651253729
870.703642,0.9999833671383276
870.944696,0.9999827541487114
871.18575,0.9999820321614236
871.426804,0.9999813241743954
871.667858,0.9999805931883146
871.908912,0.9999798452031107
872.149966,0.9999789242220973
872.39102,0.9999780242414705
872.632074,0.9999770282638544
872.873128,0.999976246282124
873.114182,0.9999753513037841
873.355236,0.999974379328215
873.59629,0.9999734553523154
873.837344,0.9999726033752944
874.078398,0.999971752398971
874.319452,0.9999709504219472
874.560506,0.999970122446343
874.80156,0.9999692984713016
875.042614,0.9999684474977907
875.283668,0.9999676945218332
875.524722,0.9999669405464757
875.765776,0.9999661385733111
876.00683,0.9999653615999232
876.247884,0.9999644396322849
876.488938,0.9999636336612713
876.729992,0.9999628116915023
876.971046,0.9999619107254148
877.2121,0.9999609907608802
877.453154,0.9999599698012298
877.694208,0.9999588578463616
877.935262,0.9999577588921807
878.176316,0.9999567399357435
878.41737,0.9999556669827373
878.658424,0.9999547920219114
878.899478,0.9999537230708101
879.140532,0.9999529431072103
879.381586,0.9999523781339571
879.62264,0.9999521011471867
879.863694,0.9999520931475699
880.104748,0.9999523831337189
880.345802,0.999953082100679
880.586856,0.9999539250614826
880.82791,0.9999553249979576
881.068964,0.9999569939247878
