2024-12-17 22:18:16,384 INFO    StreamThr :3932 [internal.py:wandb_internal():86] W&B internal server running at pid: 3932, started at: 2024-12-17 22:18:16.383581
2024-12-17 22:18:16,386 DEBUG   HandlerThread:3932 [handler.py:handle_request():146] handle_request: status
2024-12-17 22:18:16,395 INFO    WriterThread:3932 [datastore.py:open_for_write():87] open: .\wandb\offline-run-20241217_221816-z97y0t0a\run-z97y0t0a.wandb
2024-12-17 22:18:16,411 DEBUG   HandlerThread:3932 [handler.py:handle_request():146] handle_request: run_start
2024-12-17 22:18:16,492 DEBUG   HandlerThread:3932 [system_info.py:__init__():26] System info init
2024-12-17 22:18:16,492 DEBUG   HandlerThread:3932 [system_info.py:__init__():41] System info init done
2024-12-17 22:18:16,492 INFO    HandlerThread:3932 [system_monitor.py:start():194] Starting system monitor
2024-12-17 22:18:16,493 INFO    SystemMonitor:3932 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-12-17 22:18:16,493 INFO    HandlerThread:3932 [system_monitor.py:probe():214] Collecting system info
2024-12-17 22:18:16,497 INFO    SystemMonitor:3932 [interfaces.py:start():190] Started cpu monitoring
2024-12-17 22:18:16,498 INFO    SystemMonitor:3932 [interfaces.py:start():190] Started disk monitoring
2024-12-17 22:18:16,499 INFO    SystemMonitor:3932 [interfaces.py:start():190] Started gpu monitoring
2024-12-17 22:18:16,500 INFO    SystemMonitor:3932 [interfaces.py:start():190] Started memory monitoring
2024-12-17 22:18:16,529 INFO    SystemMonitor:3932 [interfaces.py:start():190] Started network monitoring
2024-12-17 22:18:16,559 DEBUG   HandlerThread:3932 [system_info.py:probe():150] Probing system
2024-12-17 22:18:16,560 DEBUG   HandlerThread:3932 [gitlib.py:_init_repo():56] git repository is invalid
2024-12-17 22:18:16,560 DEBUG   HandlerThread:3932 [system_info.py:probe():198] Probing system done
