nu,[0](Z)-HFC-1234ze-HITRAN(x-sec)-X=0.01-T=296.0K-P=0.9211atm-L=15cm
1038.847537,0.7977898995256795
1038.907802,0.7977898995256795
1038.968067,0.8034984683734316
1039.028332,0.8054211263739536
1039.088597,0.7996829039116847
1039.148862,0.7940014432829028
1039.209127,0.7883682310399861
1039.269392,0.7846166691662343
1039.329657,0.7883682310399861
1039.389922,0.7921298092735738
1039.450187,0.7940014432829028
1039.510452,0.7921298092735738
1039.570717,0.7902309772411954
1039.630982,0.7902309772411954
1039.691247,0.7902309772411954
1039.751512,0.7883682310399861
1039.811777,0.7921298092735738
1039.872042,0.7921298092735738
1039.932307,0.7827671571096488
1039.992572,0.773515167686245
1040.052837,0.7771825609770174
1040.113102,0.7902309772411954
1040.173367,0.7940014432829028
1040.233632,0.7883682310399861
1040.293897,0.7846166691662343
1040.354162,0.7846166691662343
1040.414427,0.7846166691662343
1040.474692,0.7808907684995842
1040.534956,0.7864784159706845
1040.595221,0.7940014432829028
1040.655486,0.7902309772411954
1040.715751,0.7790500392008415
1040.776016,0.7790500392008415
1040.836281,0.7940014432829028
1040.896546,0.8034984683734316
1040.956811,0.7977898995256795
1041.017076,0.7827671571096488
1041.077341,0.7753505727295305
1041.137606,0.7771825609770174
1041.197871,0.7864784159706845
1041.258136,0.7959093353014159
1041.318401,0.7940014432829028
1041.378666,0.7827671571096488
1041.438931,0.7753505727295305
1041.499196,0.7846166691662343
1041.559461,0.7940014432829028
1041.619726,0.7902309772411954
1041.679991,0.7808907684995842
1041.740256,0.7827671571096488
1041.800521,0.7959093353014159
1041.860786,0.7996829039116847
1041.921051,0.7883682310399861
1041.981316,0.7771825609770174
1042.041581,0.7808907684995842
1042.101846,0.7921298092735738
1042.162111,0.7996829039116847
1042.222376,0.7959093353014159
1042.282641,0.7921298092735738
1042.342906,0.7902309772411954
1042.403171,0.7977898995256795
1042.463436,0.8073322382164496
1042.523701,0.8073322382164496
1042.583966,0.7977898995256795
1042.644231,0.7883682310399861
1042.704496,0.7921298092735738
1042.764761,0.7959093353014159
1042.825025,0.7959093353014159
1042.88529,0.7940014432829028
1042.945555,0.7996829039116847
1043.00582,0.8054211263739536
1043.066085,0.8054211263739536
1043.12635,0.8054211263739536
1043.186615,0.8169805426594814
1043.24688,0.8228264297505794
1043.307145,0.8169805426594814
1043.36741,0.8073322382164496
1043.427675,0.8111843003049264
1043.48794,0.8169805426594814
1043.548205,0.8150547419175087
1043.60847,0.8092721625662253
1043.668735,0.8131009560178035
1043.729,0.8248035848190286
1043.789265,0.826752420000196
1043.84953,0.8189436507492801
1043.909795,0.8131009560178035
1043.97006,0.8131009560178035
1044.030325,0.8189436507492801
1044.09059,0.8248035848190286
1044.150855,0.830697142510813
1044.21112,0.8287390087611471
1044.271385,0.8248035848190286
1044.33165,0.8248035848190286
1044.391915,0.8326932099756844
1044.45218,0.838643142253956
1044.512445,0.8326932099756844
1044.57271,0.8287390087611471
1044.632975,0.8326932099756844
1044.69324,0.8366411784436737
1044.753505,0.830697142510813
1044.81377,0.826752420000196
1044.874035,0.8366411784436737
1044.9343,0.8466736158284073
1044.994565,0.8466736158284073
1045.054829,0.8446440356208667
1045.115094,0.8506793614179112
1045.175359,0.8567920830748557
1045.235624,0.8547467950890238
1045.295889,0.8486741252343584
1045.356154,0.8547467950890238
1045.416419,0.8629228408061201
1045.476684,0.8649617436694788
1045.536949,0.8629228408061201
1045.597214,0.8649617436694788
1045.657479,0.8670401449381754
1045.717744,0.8608543092189851
1045.778009,0.8567920830748557
1045.838274,0.8649617436694788
1045.898539,0.8753075225738751
1045.958804,0.8753075225738751
1046.019069,0.8732442324605761
1046.079334,0.8794839183176079
1046.139599,0.8900033964742777
1046.199864,0.885803620708734
1046.260129,0.8732442324605761
1046.320394,0.8732442324605761
1046.380659,0.8815972146628022
1046.440924,0.8878965859812132
1046.501189,0.8836802410937931
1046.561454,0.8794839183176079
1046.621719,0.8815972146628022
1046.681984,0.8878965859812132
1046.742249,0.8921330485123047
1046.802514,0.8963986886173886
1046.862779,0.8985166877785018
1046.923044,0.8985166877785018
1046.983309,0.8985166877785018
1047.043574,0.9006396913204819
1047.103839,0.8985166877785018
1047.164104,0.8921330485123047
1047.224369,0.894249911328866
1047.284634,0.9028038224982816
1047.344898,0.907113226849212
1047.405163,0.9028038224982816
1047.465428,0.9028038224982816
1047.525693,0.907113226849212
1047.585958,0.9092592699556029
1047.646223,0.9049405753814727
1047.706488,0.907113226849212
1047.766753,0.9157608767233256
1047.827018,0.922340331899155
1047.887283,0.9157608767233256
1047.947548,0.9114422900799817
1048.007813,0.9201321297112037
1048.068078,0.9267429909711179
1048.128343,0.922340331899155
1048.188608,0.9179595064091175
1048.248873,0.9201321297112037
1048.309138,0.9267429909711179
1048.369403,0.922340331899155
1048.429668,0.9201321297112037
1048.489933,0.9267429909711179
1048.550198,1.0
1048.610463,1.0
1048.670728,0.9267429909711179
1048.730993,0.9289354740573559
1048.791258,1.0
1048.851523,1.0
1048.911788,1.0
1048.972053,0.9333696140929604
1049.032318,1.0
1049.092583,1.0
1049.152848,0.9333696140929604
1049.213113,1.0
1049.273378,1.0
1049.333643,1.0
1049.393908,1.0
1049.454173,1.0
1049.514438,1.0
1049.574703,1.0
1049.634967,1.0
1049.695232,1.0
1049.755497,1.0
1049.815762,1.0
1049.876027,1.0
1049.936292,1.0
1049.996557,1.0
1050.056822,1.0
1050.117087,1.0
1050.177352,1.0
1050.237617,1.0
1050.297882,1.0
1050.358147,1.0
1050.418412,1.0
1050.478677,1.0
1050.538942,1.0
1050.599207,1.0
1050.659472,1.0
1050.719737,1.0
1050.780002,1.0
1050.840267,1.0
1050.900532,1.0
1050.960797,1.0
1051.021062,1.0
1051.081327,1.0
1051.141592,1.0
1051.201857,1.0
1051.262122,1.0
1051.322387,1.0
1051.382652,1.0
1051.442917,1.0
1051.503182,1.0
1051.563447,1.0
1051.623712,1.0
1051.683977,1.0
1051.744242,1.0
1051.804507,1.0
1051.864772,1.0
1051.925036,1.0
1051.985301,1.0
1052.045566,1.0
1052.105831,1.0
1052.166096,1.0
1052.226361,1.0
1052.286626,1.0
1052.346891,1.0
1052.407156,1.0
1052.467421,1.0
1052.527686,1.0
1052.587951,1.0
1052.648216,1.0
1052.708481,1.0
1052.768746,1.0
1052.829011,1.0
1052.889276,1.0
1052.949541,1.0
1053.009806,1.0
1053.070071,1.0
1053.130336,1.0
1053.190601,1.0
1053.250866,1.0
1053.311131,1.0
1053.371396,1.0
1053.431661,1.0
1053.491926,1.0
1053.552191,1.0
1053.612456,1.0
1053.672721,1.0
1053.732986,1.0
1053.793251,1.0
1053.853516,1.0
1053.913781,1.0
1053.974046,1.0
1054.034311,1.0
1054.094576,1.0
1054.15484,1.0
1054.215105,1.0
1054.27537,1.0
1054.335635,1.0
1054.3959,1.0
1054.456165,1.0
1054.51643,1.0
1054.576695,1.0
1054.63696,1.0
1054.697225,1.0
1054.75749,1.0
1054.817755,1.0
1054.87802,1.0
1054.938285,1.0
1054.99855,1.0
1055.058815,1.0
1055.11908,1.0
1055.179345,1.0
1055.23961,1.0
1055.299875,1.0
1055.36014,1.0
1055.420405,1.0
1055.48067,1.0
1055.540935,1.0
1055.6012,1.0
1055.661465,1.0
1055.72173,1.0
1055.781995,1.0
1055.84226,1.0
1055.902525,1.0
1055.96279,1.0
1056.023055,1.0
1056.08332,1.0
1056.143585,1.0
1056.20385,1.0
1056.264115,1.0
1056.32438,1.0
1056.384645,1.0
1056.444909,1.0
1056.505174,1.0
1056.565439,1.0
1056.625704,1.0
1056.685969,1.0
1056.746234,1.0
1056.806499,1.0
1056.866764,1.0
1056.927029,1.0
1056.987294,1.0
1057.047559,1.0
1057.107824,1.0
1057.168089,1.0
1057.228354,1.0
1057.288619,1.0
1057.348884,1.0
1057.409149,1.0
1057.469414,1.0
1057.529679,1.0
1057.589944,1.0
1057.650209,1.0
1057.710474,1.0
1057.770739,1.0
1057.831004,1.0
1057.891269,1.0
1057.951534,1.0
1058.011799,1.0
1058.072064,1.0
1058.132329,1.0
1058.192594,1.0
1058.252859,1.0
1058.313124,1.0
1058.373389,1.0
1058.433654,1.0
1058.493919,1.0
1058.554184,1.0
1058.614449,1.0
1058.674714,1.0
1058.734978,1.0
1058.795243,1.0
1058.855508,1.0
1058.915773,1.0
1058.976038,1.0
1059.036303,1.0
1059.096568,1.0
1059.156833,1.0
1059.217098,1.0
1059.277363,1.0
1059.337628,1.0
1059.397893,1.0
1059.458158,1.0
1059.518423,1.0
1059.578688,1.0
1059.638953,1.0
1059.699218,1.0
1059.759483,1.0
1059.819748,1.0
1059.880013,1.0
1059.940278,1.0
1060.000543,1.0
1060.060808,1.0
1060.121073,1.0
1060.181338,1.0
1060.241603,1.0
1060.301868,1.0
1060.362133,1.0
1060.422398,1.0
1060.482663,1.0
1060.542928,1.0
1060.603193,1.0
1060.663458,1.0
1060.723723,1.0
1060.783988,1.0
1060.844253,1.0
1060.904518,1.0
1060.964783,1.0
1061.025047,1.0
1061.085312,1.0
1061.145577,1.0
1061.205842,1.0
1061.266107,1.0
1061.326372,1.0
1061.386637,1.0
1061.446902,1.0
1061.507167,1.0
1061.567432,1.0
1061.627697,1.0
1061.687962,1.0
1061.748227,1.0
1061.808492,1.0
1061.868757,1.0
1061.929022,1.0
1061.989287,1.0
1062.049552,1.0
1062.109817,1.0
1062.170082,1.0
1062.230347,1.0
1062.290612,1.0
1062.350877,1.0
1062.411142,1.0
1062.471407,1.0
1062.531672,1.0
1062.591937,1.0
1062.652202,1.0
1062.712467,1.0
1062.772732,1.0
1062.832997,1.0
1062.893262,1.0
1062.953527,1.0
1063.013792,1.0
1063.074057,1.0
1063.134322,1.0
1063.194587,1.0
1063.254852,1.0
1063.315116,1.0
1063.375381,1.0
1063.435646,1.0
1063.495911,1.0
1063.556176,1.0
1063.616441,1.0
1063.676706,1.0
1063.736971,1.0
1063.797236,1.0
1063.857501,1.0
1063.917766,1.0
1063.978031,1.0
1064.038296,1.0
1064.098561,1.0
1064.158826,1.0
1064.219091,1.0
1064.279356,1.0
1064.339621,1.0
1064.399886,1.0
1064.460151,1.0
1064.520416,1.0
1064.580681,1.0
1064.640946,1.0
1064.701211,1.0
1064.761476,1.0
1064.821741,1.0
1064.882006,1.0
1064.942271,1.0
1065.002536,1.0
1065.062801,1.0
1065.123066,1.0
1065.183331,1.0
1065.243596,1.0
1065.303861,1.0
1065.364126,1.0
1065.424391,1.0
1065.484656,1.0
1065.54492,1.0
1065.605185,1.0
1065.66545,1.0
1065.725715,1.0
1065.78598,1.0
1065.846245,1.0
1065.90651,1.0
1065.966775,1.0
1066.02704,1.0
1066.087305,1.0
1066.14757,1.0
1066.207835,1.0
1066.2681,1.0
1066.328365,1.0
1066.38863,1.0
1066.448895,1.0
1066.50916,1.0
1066.569425,1.0
1066.62969,1.0
1066.689955,1.0
1066.75022,1.0
1066.810485,1.0
1066.87075,1.0
1066.931015,1.0
1066.99128,1.0
1067.051545,1.0
1067.11181,1.0
1067.172075,1.0
1067.23234,1.0
1067.292605,1.0
1067.35287,1.0
1067.413135,1.0
1067.4734,1.0
1067.533665,1.0
1067.59393,1.0
1067.654195,1.0
1067.71446,1.0
1067.774725,1.0
1067.834989,1.0
1067.895254,1.0
1067.955519,1.0
1068.015784,1.0
1068.076049,1.0
1068.136314,1.0
1068.196579,1.0
1068.256844,1.0
1068.317109,1.0
1068.377374,1.0
1068.437639,1.0
1068.497904,1.0
1068.558169,1.0
1068.618434,1.0
1068.678699,1.0
1068.738964,1.0
1068.799229,1.0
1068.859494,1.0
1068.919759,1.0
1068.980024,1.0
1069.040289,1.0
1069.100554,1.0
1069.160819,1.0
1069.221084,1.0
1069.281349,1.0
1069.341614,1.0
1069.401879,1.0
1069.462144,1.0
1069.522409,1.0
1069.582674,1.0
1069.642939,1.0
1069.703204,1.0
1069.763469,1.0
1069.823734,1.0
1069.883999,1.0
1069.944264,1.0
1070.004529,1.0
1070.064794,1.0
1070.125058,1.0
1070.185323,1.0
1070.245588,1.0
1070.305853,1.0
1070.366118,1.0
1070.426383,1.0
1070.486648,1.0
1070.546913,1.0
1070.607178,1.0
1070.667443,1.0
1070.727708,1.0
1070.787973,1.0
1070.848238,1.0
1070.908503,1.0
1070.968768,1.0
1071.029033,1.0
1071.089298,1.0
1071.149563,1.0
1071.209828,1.0
1071.270093,1.0
1071.330358,1.0
1071.390623,1.0
1071.450888,1.0
1071.511153,1.0
1071.571418,1.0
1071.631683,1.0
1071.691948,1.0
1071.752213,1.0
1071.812478,1.0
1071.872743,1.0
1071.933008,1.0
1071.993273,1.0
1072.053538,1.0
1072.113803,1.0
1072.174068,1.0
1072.234333,1.0
1072.294598,1.0
1072.354863,1.0
1072.415127,1.0
1072.475392,1.0
1072.535657,1.0
1072.595922,1.0
1072.656187,1.0
1072.716452,1.0
1072.776717,1.0
1072.836982,1.0
1072.897247,1.0
1072.957512,1.0
1073.017777,1.0
1073.078042,1.0
1073.138307,1.0
1073.198572,1.0
1073.258837,1.0
1073.319102,1.0
1073.379367,1.0
1073.439632,1.0
1073.499897,1.0
1073.560162,1.0
1073.620427,1.0
1073.680692,1.0
1073.740957,1.0
1073.801222,1.0
1073.861487,1.0
1073.921752,1.0
1073.982017,1.0
1074.042282,1.0
1074.102547,1.0
1074.162812,1.0
1074.223077,1.0
1074.283342,1.0
1074.343607,1.0
1074.403872,1.0
1074.464137,1.0
1074.524402,1.0
1074.584667,1.0
1074.644931,1.0
1074.705196,1.0
1074.765461,1.0
1074.825726,1.0
1074.885991,1.0
1074.946256,1.0
1075.006521,1.0
1075.066786,1.0
1075.127051,1.0
1075.187316,1.0
1075.247581,1.0
1075.307846,1.0
1075.368111,1.0
1075.428376,1.0
1075.488641,1.0
1075.548906,1.0
1075.609171,1.0
1075.669436,1.0
1075.729701,1.0
1075.789966,1.0
1075.850231,1.0
1075.910496,1.0
1075.970761,1.0
1076.031026,0.9333696140929604
1076.091291,1.0
1076.151556,1.0
1076.211821,1.0
1076.272086,1.0
1076.332351,1.0
1076.392616,1.0
1076.452881,1.0
1076.513146,1.0
1076.573411,1.0
1076.633676,1.0
1076.693941,1.0
1076.754206,1.0
1076.814471,1.0
1076.874736,1.0
1076.935,1.0
1076.995265,1.0
1077.05553,1.0
1077.115795,1.0
1077.17606,1.0
1077.236325,1.0
1077.29659,1.0
1077.356855,1.0
1077.41712,1.0
1077.477385,1.0
1077.53765,1.0
1077.597915,1.0
1077.65818,1.0
1077.718445,1.0
1077.77871,1.0
1077.838975,1.0
1077.89924,1.0
1077.959505,1.0
1078.01977,1.0
1078.080035,1.0
1078.1403,1.0
1078.200565,1.0
1078.26083,1.0
1078.321095,1.0
1078.38136,1.0
1078.441625,1.0
1078.50189,1.0
1078.562155,1.0
1078.62242,1.0
1078.682685,1.0
1078.74295,1.0
1078.803215,1.0
1078.86348,1.0
1078.923745,1.0
1078.98401,1.0
1079.044275,1.0
1079.10454,1.0
1079.164805,1.0
1079.225069,1.0
1079.285334,1.0
1079.345599,1.0
1079.405864,1.0
1079.466129,1.0
1079.526394,1.0
1079.586659,1.0
1079.646924,1.0
1079.707189,1.0
1079.767454,1.0
1079.827719,1.0
1079.887984,1.0
1079.948249,1.0
1080.008514,1.0
1080.068779,1.0
1080.129044,1.0
1080.189309,1.0
1080.249574,1.0
1080.309839,1.0
1080.370104,1.0
1080.430369,1.0
1080.490634,1.0
1080.550899,1.0
1080.611164,1.0
1080.671429,1.0
1080.731694,1.0
1080.791959,1.0
1080.852224,1.0
1080.912489,1.0
1080.972754,1.0
1081.033019,1.0
1081.093284,1.0
1081.153549,1.0
1081.213814,1.0
1081.274079,1.0
1081.334344,1.0
1081.394609,1.0
1081.454874,1.0
1081.515138,1.0
1081.575403,1.0
1081.635668,1.0
1081.695933,1.0
1081.756198,1.0
1081.816463,1.0
1081.876728,1.0
1081.936993,1.0
1081.997258,1.0
1082.057523,1.0
1082.117788,1.0
1082.178053,1.0
1082.238318,1.0
1082.298583,1.0
1082.358848,1.0
1082.419113,1.0
1082.479378,1.0
1082.539643,1.0
1082.599908,1.0
1082.660173,1.0
1082.720438,1.0
1082.780703,1.0
1082.840968,1.0
1082.901233,1.0
1082.961498,1.0
1083.021763,1.0
1083.082028,1.0
1083.142293,1.0
1083.202558,1.0
1083.262823,1.0
1083.323088,1.0
1083.383353,1.0
1083.443618,1.0
1083.503883,1.0
1083.564148,1.0
1083.624413,1.0
1083.684678,1.0
1083.744942,1.0
1083.805207,1.0
1083.865472,1.0
1083.925737,1.0
1083.986002,1.0
1084.046267,1.0
1084.106532,1.0
1084.166797,1.0
1084.227062,1.0
1084.287327,1.0
1084.347592,1.0
1084.407857,1.0
1084.468122,1.0
1084.528387,1.0
1084.588652,1.0
1084.648917,1.0
1084.709182,1.0
1084.769447,1.0
1084.829712,1.0
1084.889977,1.0
1084.950242,1.0
1085.010507,1.0
1085.070772,1.0
1085.131037,1.0
1085.191302,1.0
1085.251567,1.0
1085.311832,1.0
1085.372097,1.0
1085.432362,1.0
1085.492627,1.0
1085.552892,1.0
1085.613157,1.0
1085.673422,1.0
1085.733687,1.0
1085.793952,1.0
1085.854217,1.0
1085.914482,1.0
1085.974747,1.0
1086.035011,1.0
1086.095276,1.0
1086.155541,1.0
1086.215806,1.0
1086.276071,1.0
1086.336336,1.0
1086.396601,1.0
1086.456866,1.0
1086.517131,1.0
1086.577396,1.0
1086.637661,1.0
1086.697926,1.0
1086.758191,1.0
1086.818456,1.0
1086.878721,1.0
1086.938986,1.0
1086.999251,1.0
1087.059516,1.0
1087.119781,1.0
1087.180046,1.0
1087.240311,1.0
1087.300576,1.0
1087.360841,1.0
1087.421106,1.0
1087.481371,1.0
1087.541636,1.0
1087.601901,1.0
1087.662166,1.0
1087.722431,1.0
1087.782696,1.0
1087.842961,1.0
1087.903226,1.0
1087.963491,1.0
1088.023756,1.0
1088.084021,1.0
1088.144286,1.0
1088.204551,1.0
1088.264816,1.0
1088.32508,1.0
1088.385345,1.0
1088.44561,1.0
1088.505875,1.0
1088.56614,1.0
1088.626405,1.0
1088.68667,1.0
1088.746935,1.0
1088.8072,1.0
1088.867465,1.0
1088.92773,1.0
1088.987995,1.0
1089.04826,1.0
1089.108525,1.0
1089.16879,1.0
1089.229055,1.0
1089.28932,1.0
1089.349585,1.0
1089.40985,1.0
1089.470115,1.0
1089.53038,1.0
1089.590645,1.0
1089.65091,1.0
1089.711175,1.0
1089.77144,1.0
1089.831705,1.0
1089.89197,1.0
1089.952235,1.0
1090.0125,1.0
1090.072765,1.0
1090.13303,1.0
1090.193295,1.0
1090.25356,1.0
1090.313825,1.0
1090.37409,1.0
1090.434355,1.0
1090.49462,1.0
1090.554885,1.0
1090.615149,1.0
1090.675414,1.0
1090.735679,1.0
1090.795944,1.0
1090.856209,1.0
1090.916474,1.0
1090.976739,1.0
1091.037004,1.0
1091.097269,1.0
1091.157534,1.0
1091.217799,1.0
1091.278064,1.0
1091.338329,1.0
1091.398594,1.0
1091.458859,1.0
1091.519124,1.0
1091.579389,1.0
1091.639654,1.0
1091.699919,1.0
1091.760184,1.0
1091.820449,1.0
1091.880714,1.0
1091.940979,1.0
1092.001244,1.0
1092.061509,1.0
1092.121774,1.0
1092.182039,1.0
1092.242304,1.0
1092.302569,1.0
1092.362834,1.0
1092.423099,1.0
1092.483364,1.0
1092.543629,1.0
1092.603894,1.0
1092.664159,1.0
1092.724424,1.0
1092.784689,1.0
1092.844954,1.0
1092.905218,1.0
1092.965483,1.0
1093.025748,1.0
1093.086013,1.0
1093.146278,1.0
1093.206543,1.0
1093.266808,1.0
1093.327073,1.0
1093.387338,1.0
1093.447603,1.0
1093.507868,1.0
1093.568133,1.0
1093.628398,1.0
1093.688663,1.0
1093.748928,1.0
1093.809193,1.0
1093.869458,1.0
1093.929723,1.0
1093.989988,1.0
1094.050253,1.0
1094.110518,1.0
1094.170783,1.0
1094.231048,1.0
1094.291313,1.0
1094.351578,1.0
1094.411843,1.0
1094.472108,1.0
1094.532373,1.0
1094.592638,1.0
1094.652903,1.0
1094.713168,1.0
1094.773433,1.0
1094.833698,1.0
1094.893963,1.0
1094.954228,1.0
1095.014493,1.0
1095.074758,1.0
1095.135022,1.0
1095.195287,1.0
1095.255552,1.0
1095.315817,1.0
1095.376082,1.0
1095.436347,1.0
1095.496612,1.0
1095.556877,1.0
1095.617142,1.0
1095.677407,1.0
1095.737672,1.0
1095.797937,1.0
1095.858202,1.0
1095.918467,1.0
1095.978732,1.0
1096.038997,1.0
1096.099262,1.0
1096.159527,1.0
1096.219792,1.0
1096.280057,1.0
1096.340322,1.0
1096.400587,1.0
1096.460852,1.0
1096.521117,1.0
1096.581382,1.0
1096.641647,1.0
1096.701912,1.0
1096.762177,1.0
1096.822442,1.0
1096.882707,1.0
1096.942972,1.0
1097.003237,1.0
1097.063502,1.0
1097.123767,1.0
1097.184032,1.0
1097.244297,1.0
1097.304562,1.0
1097.364827,1.0
1097.425091,1.0
1097.485356,1.0
1097.545621,1.0
1097.605886,1.0
1097.666151,1.0
1097.726416,1.0
1097.786681,1.0
1097.846946,1.0
1097.907211,1.0
1097.967476,1.0
1098.027741,1.0
1098.088006,1.0
1098.148271,1.0
1098.208536,1.0
1098.268801,1.0
1098.329066,1.0
1098.389331,1.0
1098.449596,1.0
1098.509861,1.0
1098.570126,1.0
1098.630391,1.0
1098.690656,1.0
1098.750921,1.0
1098.811186,1.0
1098.871451,1.0
1098.931716,1.0
1098.991981,1.0
1099.052246,1.0
1099.112511,1.0
1099.172776,1.0
1099.233041,1.0
1099.293306,1.0
1099.353571,1.0
1099.413836,1.0
1099.474101,1.0
1099.534366,1.0
1099.594631,1.0
1099.654896,1.0
1099.71516,1.0
1099.775425,1.0
1099.83569,1.0
1099.895955,1.0
1099.95622,1.0
1100.016485,1.0
1100.07675,1.0
1100.137015,1.0
1100.19728,1.0
1100.257545,1.0
1100.31781,1.0
1100.378075,1.0
1100.43834,1.0
1100.498605,1.0
1100.55887,1.0
1100.619135,1.0
1100.6794,1.0
1100.739665,1.0
1100.79993,1.0
1100.860195,1.0
1100.92046,1.0
1100.980725,1.0
1101.04099,1.0
1101.101255,1.0
1101.16152,1.0
1101.221785,1.0
1101.28205,1.0
1101.342315,1.0
1101.40258,1.0
1101.462845,1.0
1101.52311,1.0
1101.583375,1.0
1101.64364,1.0
1101.703905,1.0
1101.76417,1.0
1101.824435,1.0
1101.8847,1.0
1101.944965,1.0
1102.005229,1.0
1102.065494,1.0
1102.125759,1.0
1102.186024,1.0
1102.246289,1.0
1102.306554,1.0
1102.366819,1.0
1102.427084,1.0
1102.487349,1.0
1102.547614,1.0
1102.607879,1.0
1102.668144,1.0
1102.728409,1.0
1102.788674,1.0
1102.848939,1.0
1102.909204,1.0
1102.969469,1.0
1103.029734,1.0
1103.089999,1.0
1103.150264,1.0
1103.210529,1.0
1103.270794,1.0
1103.331059,1.0
1103.391324,1.0
1103.451589,1.0
1103.511854,1.0
1103.572119,1.0
1103.632384,1.0
1103.692649,1.0
1103.752914,1.0
1103.813179,1.0
1103.873444,1.0
1103.933709,1.0
1103.993974,1.0
1104.054239,1.0
1104.114504,1.0
1104.174769,1.0
1104.235033,1.0
1104.295298,1.0
1104.355563,1.0
1104.415828,1.0
1104.476093,1.0
1104.536358,1.0
1104.596623,0.9311340752407201
1104.656888,0.9289354740573559
1104.717153,1.0
1104.777418,1.0
1104.837683,1.0
1104.897948,0.9311340752407201
1104.958213,0.9289354740573559
1105.018478,0.9289354740573559
1105.078743,0.9289354740573559
1105.139008,0.9289354740573559
1105.199273,1.0
1105.259538,1.0
1105.319803,1.0
1105.380068,0.9333696140929604
1105.440333,1.0
1105.500598,1.0
1105.560863,1.0
1105.621128,1.0
1105.681393,1.0
1105.741658,0.9333696140929604
1105.801923,0.9311340752407201
1105.862188,0.9333696140929604
1105.922453,1.0
1105.982718,1.0
1106.042983,1.0
1106.103248,0.9289354740573559
1106.163513,0.9289354740573559
1106.223778,0.9333696140929604
1106.284043,1.0
1106.344308,1.0
1106.404573,1.0
1106.464838,1.0
1106.525102,1.0
1106.585367,0.9333696140929604
1106.645632,0.9289354740573559
1106.705897,0.9289354740573559
1106.766162,0.9289354740573559
1106.826427,0.9267429909711179
1106.886692,0.9289354740573559
1106.946957,0.9333696140929604
1107.007222,0.9333696140929604
1107.067487,0.9289354740573559
1107.127752,0.9267429909711179
1107.188017,0.9289354740573559
1107.248282,0.9311340752407201
1107.308547,0.9289354740573559
1107.368812,0.9311340752407201
1107.429077,1.0
1107.489342,0.9333696140929604
1107.549607,0.9267429909711179
1107.609872,0.9201321297112037
1107.670137,0.9201321297112037
1107.730402,0.9267429909711179
1107.790667,0.9289354740573559
1107.850932,0.9245233237234642
1107.911197,0.9179595064091175
1107.971462,0.9245233237234642
1108.031727,1.0
1108.091992,1.0
1108.152257,0.9311340752407201
1108.212522,0.9289354740573559
1108.272787,0.9333696140929604
1108.333052,1.0
1108.393317,0.9267429909711179
1108.453582,0.9179595064091175
1108.513847,0.9179595064091175
1108.574112,0.922340331899155
1108.634377,0.9201321297112037
1108.694642,0.9179595064091175
1108.754907,0.9245233237234642
1108.815171,0.9333696140929604
1108.875436,0.9311340752407201
1108.935701,0.9245233237234642
1108.995966,0.922340331899155
1109.056231,0.922340331899155
1109.116496,0.9201321297112037
1109.176761,0.9179595064091175
1109.237026,0.922340331899155
1109.297291,0.9245233237234642
1109.357556,0.9179595064091175
1109.417821,0.9135994884575886
1109.478086,0.9201321297112037
1109.538351,0.9289354740573559
1109.598616,0.9201321297112037
1109.658881,0.907113226849212
1109.719146,0.9114422900799817
1109.779411,0.9267429909711179
1109.839676,0.9311340752407201
1109.899941,0.9201321297112037
1109.960206,0.9114422900799817
1110.020471,0.9157608767233256
1110.080736,0.9201321297112037
1110.141001,0.9179595064091175
1110.201266,0.9179595064091175
1110.261531,0.9201321297112037
1110.321796,0.9201321297112037
1110.382061,0.9135994884575886
1110.442326,0.9114422900799817
1110.502591,0.9114422900799817
1110.562856,0.9114422900799817
1110.623121,0.9092592699556029
1110.683386,0.9135994884575886
1110.743651,0.9201321297112037
1110.803916,0.9179595064091175
1110.864181,0.9092592699556029
1110.924446,0.907113226849212
1110.984711,0.9114422900799817
1111.044976,0.9114422900799817
1111.10524,0.907113226849212
1111.165505,0.9028038224982816
1111.22577,0.907113226849212
1111.286035,0.9135994884575886
1111.3463,0.9135994884575886
1111.406565,0.9114422900799817
1111.46683,0.9092592699556029
1111.527095,0.9092592699556029
1111.58736,0.9157608767233256
1111.647625,0.9179595064091175
1111.70789,0.9114422900799817
1111.768155,0.9028038224982816
1111.82842,0.9028038224982816
1111.888685,0.9135994884575886
1111.94895,0.922340331899155
1112.009215,0.9157608767233256
1112.06948,0.907113226849212
1112.129745,0.907113226849212
1112.19001,0.9114422900799817
1112.250275,0.9157608767233256
1112.31054,0.9179595064091175
1112.370805,0.9157608767233256
1112.43107,0.9114422900799817
1112.491335,0.9028038224982816
1112.5516,0.9049405753814727
1112.611865,0.9135994884575886
1112.67213,0.9179595064091175
1112.732395,0.9135994884575886
1112.79266,0.9049405753814727
1112.852925,0.907113226849212
1112.91319,0.907113226849212
1112.973455,0.8985166877785018
1113.03372,0.894249911328866
1113.093985,0.8985166877785018
1113.15425,0.9092592699556029
1113.214515,0.9114422900799817
1113.27478,0.9092592699556029
1113.335045,0.907113226849212
1113.395309,0.9092592699556029
1113.455574,0.9049405753814727
1113.515839,0.9006396913204819
1113.576104,0.8985166877785018
1113.636369,0.9006396913204819
1113.696634,0.8985166877785018
1113.756899,0.8985166877785018
1113.817164,0.9006396913204819
1113.877429,0.9049405753814727
1113.937694,0.9049405753814727
