2024-12-13 12:30:07,368 INFO    StreamThr :21692 [internal.py:wandb_internal():86] W&B internal server running at pid: 21692, started at: 2024-12-13 12:30:07.366343
2024-12-13 12:30:07,370 DEBUG   HandlerThread:21692 [handler.py:handle_request():146] handle_request: status
2024-12-13 12:30:07,378 INFO    WriterThread:21692 [datastore.py:open_for_write():87] open: .\wandb\offline-run-20241213_123007-ame5sz2l\run-ame5sz2l.wandb
2024-12-13 12:30:07,392 DEBUG   HandlerThread:21692 [handler.py:handle_request():146] handle_request: run_start
2024-12-13 12:30:07,470 DEBUG   HandlerThread:21692 [system_info.py:__init__():26] System info init
2024-12-13 12:30:07,470 DEBUG   HandlerThread:21692 [system_info.py:__init__():41] System info init done
2024-12-13 12:30:07,470 INFO    HandlerThread:21692 [system_monitor.py:start():194] Starting system monitor
2024-12-13 12:30:07,470 INFO    SystemMonitor:21692 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-12-13 12:30:07,471 INFO    HandlerThread:21692 [system_monitor.py:probe():214] Collecting system info
2024-12-13 12:30:07,474 INFO    SystemMonitor:21692 [interfaces.py:start():190] Started cpu monitoring
2024-12-13 12:30:07,475 INFO    SystemMonitor:21692 [interfaces.py:start():190] Started disk monitoring
2024-12-13 12:30:07,476 INFO    SystemMonitor:21692 [interfaces.py:start():190] Started gpu monitoring
2024-12-13 12:30:07,476 INFO    SystemMonitor:21692 [interfaces.py:start():190] Started memory monitoring
2024-12-13 12:30:07,505 INFO    SystemMonitor:21692 [interfaces.py:start():190] Started network monitoring
2024-12-13 12:30:07,533 DEBUG   HandlerThread:21692 [system_info.py:probe():150] Probing system
2024-12-13 12:30:07,534 DEBUG   HandlerThread:21692 [gitlib.py:_init_repo():56] git repository is invalid
2024-12-13 12:30:07,534 DEBUG   HandlerThread:21692 [system_info.py:probe():198] Probing system done
2024-12-13 12:30:07,534 DEBUG   HandlerThread:21692 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.19045-SP0', 'python': '3.11.4', 'heartbeatAt': '2024-12-13T04:30:07.533314', 'startedAt': '2024-12-13T04:30:07.350317', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '<python with no main file>', 'codePathLocal': None, 'host': 'DESKTOP-AALVSLP', 'username': 'Raytine', 'executable': 'c:\\Users\\Raytine\\.conda\\envs\\pytorch\\python.exe', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 3192.0, 'min': 0.0, 'max': 3192.0}, 'cpu_freq_per_core': [{'current': 3192.0, 'min': 0.0, 'max': 3192.0}], 'disk': {'/': {'total': 931.4960899353027, 'used': 903.5161437988281}}, 'gpu': 'NVIDIA GeForce RTX 2060', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 2060', 'memory_total': 6442450944}], 'memory': {'total': 15.933113098144531}}
2024-12-13 12:30:07,534 INFO    HandlerThread:21692 [system_monitor.py:probe():224] Finished collecting system info
2024-12-13 12:30:07,534 INFO    HandlerThread:21692 [system_monitor.py:probe():227] Publishing system info
2024-12-13 12:30:07,535 DEBUG   HandlerThread:21692 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-12-13 12:30:15,208 DEBUG   HandlerThread:21692 [system_info.py:_save_conda():222] Saving conda packages done
2024-12-13 12:30:15,210 INFO    HandlerThread:21692 [system_monitor.py:probe():229] Finished publishing system info
