nu,[0]2-Carene-PNNL(x-sec)-X=0.01-T=298.15K-P=1.0atm-L=15cm
600,0.9964870847753303
600.134003,0.9890167610804989
600.268005,0.990515761796925
600.402008,0.9866114349403201
600.536011,0.9901257734836683
600.670013,0.9765200464475291
600.804016,0.9931469897104737
600.938019,0.9814315577446363
601.072021,0.9890691803579348
601.206024,0.9859713318549627
601.340027,1.0035794911315887
601.474029,0.9812578597316431
601.608032,0.9874059769056812
601.742035,0.9971851690864905
601.876038,0.989055333486338
602.01004,1.0007707468728382
602.144043,0.9867535172166298
602.278046,0.9870643935350026
602.412048,0.9960100809629653
602.546051,0.9940018610933519
602.680054,0.9987523789271088
602.814056,0.9910394868369441
602.948059,0.9799801133729462
603.082062,0.9870426783572127
603.216064,0.984925771039961
603.350067,0.9895945155568564
603.48407,0.9827062830243235
603.618072,0.9885984954599772
603.752075,1.0054278778398626
603.886078,0.9981153781342135
604.02008,0.9861576980477337
604.154083,0.9891364393489789
604.288086,0.9999355410775657
604.422088,0.9987597697220587
604.556091,0.9828831860760648
604.690094,0.9918891717151295
604.824096,1.0042417709508678
604.958099,0.9877289114570509
605.092102,0.9998991250882161
605.226105,0.9934058375423999
605.360107,0.9840653219870813
605.49411,0.9920547318334964
605.628113,0.9910735791816763
605.762115,0.9997194793532764
605.896118,0.9840210400439431
606.030121,0.9933897444981856
606.164123,0.9871937074404317
606.298126,0.9939105165196649
606.432129,0.9908703308344167
606.566131,0.9918088319460252
606.700134,0.9932000251757586
606.834137,0.9872598516346359
606.968139,1.0013270797921037
607.102142,0.9960685484707223
607.236145,0.9851267163929823
607.370147,1.0039769873091255
607.50415,0.9978178842836531
607.638153,0.9889425876049579
607.772155,1.0002529319819011
607.906158,0.9913266325673316
608.040161,0.9924997681726627
608.174163,1.0008499109698146
608.308166,0.9939494785755638
608.442169,1.0026101003964074
608.576172,0.9914626519120335
608.710174,0.985196662872917
608.844177,1.006283559248024
608.97818,1.0002914924756776
609.112182,0.986438793045812
609.246185,0.9881468091657315
609.380188,0.98894357654804
609.51419,0.9983080329927893
609.648193,1.0004375857127072
609.782196,0.9920766564853364
609.916198,0.9959394663515426
610.050201,1.0004359650051313
610.184204,0.9985005253372159
610.318206,1.0060304101520088
610.452209,0.9974245222483018
610.586212,0.9999955472099137
610.720214,0.9945323025689276
610.854217,1.0056138992037087
610.98822,0.9922536587489859
611.122222,0.9930265282867549
611.256225,0.9931382500554188
611.390228,0.9946915399371801
611.52423,0.9928534588463144
611.658233,0.9942341864744528
611.792236,1.0005168835382823
611.926239,1.011132510304452
612.060241,0.9906218517160272
612.194244,1.00165436695759
612.328247,0.9967764069691252
612.462249,1.00373555987649
612.596252,0.9875165725683361
612.730255,1.0023047518667687
612.864257,1.0035274067076014
612.99826,0.9970395906792862
613.132263,1.0173090959055546
613.266265,0.992030724399477
613.400268,0.9921950182905964
613.534271,0.9997293266386458
613.668273,1.0006263961041513
613.802276,1.0025739068250812
613.936279,1.003736864733566
614.070281,0.9915406830932257
614.204284,0.9959161616406962
614.338287,0.9919848936387086
614.472289,1.0033606343117767
614.606292,1.0047322619512549
614.740295,0.994909301748433
614.874297,0.9979283488375436
615.0083,0.9993450945442539
615.142303,0.99582165368143
615.276306,1.0022450162836956
615.410308,0.9905662793889644
615.544311,1.005400228953396
615.678314,1.0057122530524756
615.812316,1.0006537836234093
615.946319,0.9985768136915297
616.080322,0.9926693016108101
616.214324,0.9996261598956322
616.348327,0.9953655722553052
616.48233,0.9952633534600596
616.616332,1.0105623923570142
616.750335,0.9978404352226625
616.884338,1.003595448172356
617.01834,0.9951466159154895
617.152343,1.0002595336730375
617.286346,1.0108464002905124
617.420348,0.9988208956904012
617.554351,0.9973799383686144
617.688354,0.9968990180076066
617.822356,1.0011564681942282
617.956359,0.9926695994116452
618.090362,0.9985875983793548
618.224364,1.0059504339134995
618.358367,0.9997742654818712
618.49237,1.0102188595474997
618.626373,1.0054810663814249
618.760375,0.9985339756651046
618.894378,1.0007153457378088
619.028381,1.0106715389892007
619.162383,0.9987506810495078
619.296386,0.9941519667070656
619.430389,1.0052405840731773
619.564391,1.0044843246257298
619.698394,1.006476281002139
619.832397,1.00073736171759
619.966399,1.007798249186498
620.100402,0.9974973368961282
620.234405,0.9972653459971537
620.368407,0.9933358048995328
620.50241,1.0033636443981946
620.636413,1.0059665292492044
620.770415,0.9967568703430081
620.904418,0.9908353537290877
621.038421,1.0126695877023388
621.172423,0.9953617898733171
621.306426,0.999201828708306
621.440429,1.0011398491347947
621.574431,0.9869015413457445
621.708434,1.004946393211152
621.842437,0.9956362489512306
621.97644,1.0004466497182938
622.110442,1.0066272637677136
622.244445,1.0042280129328482
622.378448,1.0043577675740885
622.51245,0.9965703945779187
622.646453,1.006978436598297
622.780456,1.013905798534612
622.914458,1.0106917526221162
623.048461,1.0032562902317943
623.182464,1.0042332349320926
623.316466,1.0052576733083645
623.450469,0.9987829412175045
623.584472,0.9953040605636706
623.718474,1.01060382626449
623.852477,1.003811445153244
623.98648,1.0026048868374406
624.120482,1.0024676396232188
624.254485,0.997933238698433
624.388488,1.0047442183363124
624.52249,0.9932920990856522
624.656493,1.0006564053397566
624.790496,1.0075531824536186
624.924498,0.9973309682158675
625.058501,1.002152713768292
625.192504,0.9922536587489859
625.326507,1.0010272272368677
625.460509,0.9946022206473898
625.594512,0.9993973616594717
625.728515,0.9990065737748788
625.862517,1.012080385476775
625.99652,1.0013179677571376
626.130523,1.001671194892309
626.264525,0.986978522668202
626.398528,1.0085308823441983
626.532531,0.9943197937232474
626.666533,1.0034810448123797
626.800536,0.9978533074473026
626.934539,0.999993539520869
627.068541,1.0030102216453465
627.202544,1.0064653104704655
627.336547,1.0020985989828608
627.470549,1.0016201109640208
627.604552,1.0080155539136306
627.738555,0.9999271146562657
627.872557,1.0035564090687374
628.00656,1.0046526903071868
628.140563,1.003258999027435
628.274565,1.0034050841724338
628.408568,1.0096906532219505
628.542571,1.0013659320365285
628.676574,0.9968581459857505
628.810576,1.0038646485697154
628.944579,0.9930627744165252
629.078582,1.0004669890054307
629.212584,1.003813452778142
629.346587,1.0088921019256718
629.48059,0.9976978540121394
629.614592,1.007657872667838
629.748595,0.998187843941143
629.882598,1.0013535151759558
630.0166,1.002497613853756
630.150603,1.0067279315273945
630.284606,1.0016073904693867
630.418608,1.0003645264236152
630.552611,1.0007786129618224
630.686614,0.9916260584213952
630.820616,1.0060510339868105
630.954619,0.9971671201982729
631.088622,0.9963043458016586
631.222624,1.0052327432272008
631.356627,0.9959626720114535
631.49063,1.0051289080480048
631.624632,1.005711649625305
631.758635,1.0077836362178292
631.892638,1.0081089004758021
632.026641,1.0034561587910562
632.160643,1.0049416699742035
632.294646,1.0025794209967327
632.428649,1.0089882539245552
632.562651,0.99993586105699
632.696654,0.9978280620779795
632.830657,1.0096649064385663
632.964659,1.0059939925103247
633.098662,0.9916482710938848
633.232665,1.0024729527157885
633.366667,1.0004078731576453
633.50067,1.0010899936117206
633.634673,0.9953557181849175
633.768675,1.000956717362368
633.902678,1.00179220408146
634.036681,0.9950972578674298
634.170683,0.9975836241476396
634.304686,0.9967454077049095
634.438689,0.9987821421914712
634.572691,1.0034319757890355
634.706694,1.0008530836690612
634.840697,1.0050338273506914
634.974699,1.0111507108534419
635.108702,1.0024712485132174
635.242705,1.0064074403788945
635.376708,1.005102775036126
635.51071,1.0054981597048462
635.644713,1.0062322400951518
635.778716,1.008562147286155
635.912718,1.0012387666383336
636.046721,0.9952547942320245
636.180724,0.9997009847139843
636.314726,1.0040819083863302
636.448729,1.0050696071918224
636.582732,0.9999872410813957
636.716734,1.001904811853637
636.850737,0.9958981357213055
636.98474,1.0028366156020163
637.118742,0.9993939237384608
637.252745,0.9981798584703334
637.386748,0.9969880450649137
637.52075,1.003178841835735
637.654753,1.0000008794803867
637.788756,0.9992878037322405
637.922758,1.006876334161507
638.056761,1.0008959311067158
638.190764,0.9996265897349734
638.324766,1.0023914549776607
638.458769,0.9985478553838302
638.592772,0.9975908067755909
638.726775,0.9949510888166287
638.860777,1.0043327593770293
638.99478,0.9948188686031527
639.128783,1.0046391275874165
639.262785,1.005059858063916
639.396788,1.005424057221186
639.530791,1.006998374968731
639.664793,1.0005278092423047
639.798796,1.003382106459102
639.932799,1.007902964864474
640.066801,1.0071721978887371
640.200804,1.0033353499423763
640.334807,1.0002497411801374
640.468809,1.0011290368828103
640.602812,1.009297354363048
640.736815,1.004203309227587
640.870817,0.9990746284205992
641.00482,1.0034498370371694
641.138823,1.0026142111062462
641.272825,0.9992094626394389
641.406828,1.0070633284586439
641.540831,1.0032031190574606
641.674833,0.9991036819332297
641.808836,1.0043840820923176
641.942839,1.0021780685526869
642.076842,1.0052076127227527
642.210844,1.0024078943323247
642.344847,1.0017618502375392
642.47885,1.0029938727119778
642.612852,1.007129998257734
642.746855,1.00198967678518
642.880858,1.0038575211560128
643.01486,1.0057589191836631
643.148863,1.0020595178995866
643.282866,1.00748033899185
643.416868,0.9990169734874421
643.550871,1.001947493907743
643.684874,1.0085331011145802
643.818876,1.0007369614227255
643.952879,1.007188917085991
644.086882,1.0027165832432088
644.220884,0.9977369645345779
644.354887,0.9979772485246692
644.48889,1.0023138728815113
644.622892,1.0064350163205495
644.756895,1.0094490631560387
644.890898,1.002369703319094
645.0249,0.9950991485540159
645.158903,1.0008810278772564
645.292906,1.0042251006758336
645.426909,0.998567427113598
645.560911,1.0055998207076695
645.694914,1.0055037905103068
645.828917,1.003631377532532
645.962919,1.004426668880232
646.096922,1.0003640062341967
646.230925,0.9957569273775684
646.364927,1.0020282541303454
646.49893,1.0051553432859082
646.632933,0.9984294346306711
646.766935,1.0082792852770928
646.900938,1.0028663000051652
647.034941,1.0047281425574255
647.168943,1.0036849728790753
647.302946,1.002840727240569
647.436949,1.008439412741379
647.570951,1.001412096070068
647.704954,1.0026036837122985
647.838957,1.005153332977232
647.972959,1.002930585795333
648.106962,1.010265330683867
648.240965,1.0059523452211396
648.374967,1.0051757481464856
648.50897,1.003944057403995
648.642973,1.0013608250832977
648.776976,1.0059554636782433
648.910978,1.005082773689917
649.044981,0.998924578680428
649.178984,0.9942879759989346
649.312986,1.0012382660190753
649.446989,1.006546938117101
649.580992,1.0046581154463625
649.714994,1.0075711170598838
649.848997,1.0019762502134693
649.983,1.000596958108613
650.117002,1.0037195002360095
650.251005,0.9983799137588412
650.385008,0.9981492148190608
650.51901,1.0079791652089543
650.653013,1.0030945783521368
650.787016,1.0030927727835206
650.921018,1.0060473116048712
651.055021,1.0052126387733815
651.189024,1.0032194714015725
651.323026,1.0022715761285435
651.457029,1.0030033008986938
651.591032,1.0100320873479913
651.725035,1.004830831020886
651.859037,1.0010534544937968
651.99304,1.003037905109494
652.127043,1.0038727799063005
652.261045,1.0003819429216303
652.395048,1.003921368524683
652.529051,0.9985809078648589
652.663053,1.0123374865451396
652.797056,1.0055643236605252
652.931059,0.9951261161063504
653.065061,1.00294733487597
653.199064,1.0080648470794251
653.333067,1.002021440361384
653.467069,0.9998204661181366
653.601072,1.0033526074588095
653.735075,0.9972566698263848
653.869077,1.0024694440665942
654.00308,0.994991882647538
654.137083,1.005820372931018
654.271085,1.006199940558655
654.405088,0.997733871554782
654.539091,1.0029209577079243
654.673093,1.0010552563916366
654.807096,1.0022258735866978
654.941099,1.005138155276496
655.075102,1.002022642787834
655.209104,1.004495574913167
655.343107,1.0010282282645953
655.47711,1.0063266291060482
655.611112,1.0096181600355858
655.745115,1.0003988295113493
655.879118,1.0023654933751809
656.01312,0.9955790015127955
656.147123,0.9996931870767144
656.281126,1.003643822638773
656.415128,1.0042602491694523
656.549131,1.0031122329720759
656.683134,0.9988309838323928
