2024-12-12 17:28:48,793 INFO    StreamThr :23296 [internal.py:wandb_internal():86] W&B internal server running at pid: 23296, started at: 2024-12-12 17:28:48.792753
2024-12-12 17:28:48,794 DEBUG   HandlerThread:23296 [handler.py:handle_request():146] handle_request: status
2024-12-12 17:28:48,803 INFO    WriterThread:23296 [datastore.py:open_for_write():87] open: .\wandb\offline-run-20241212_172848-tv24bz4c\run-tv24bz4c.wandb
2024-12-12 17:28:48,815 DEBUG   HandlerThread:23296 [handler.py:handle_request():146] handle_request: run_start
2024-12-12 17:28:48,901 DEBUG   HandlerThread:23296 [system_info.py:__init__():26] System info init
2024-12-12 17:28:48,901 DEBUG   HandlerThread:23296 [system_info.py:__init__():41] System info init done
2024-12-12 17:28:48,901 INFO    HandlerThread:23296 [system_monitor.py:start():194] Starting system monitor
2024-12-12 17:28:48,901 INFO    SystemMonitor:23296 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-12-12 17:28:48,902 INFO    HandlerThread:23296 [system_monitor.py:probe():214] Collecting system info
2024-12-12 17:28:48,906 INFO    SystemMonitor:23296 [interfaces.py:start():190] Started cpu monitoring
2024-12-12 17:28:48,906 INFO    SystemMonitor:23296 [interfaces.py:start():190] Started disk monitoring
2024-12-12 17:28:48,907 INFO    SystemMonitor:23296 [interfaces.py:start():190] Started gpu monitoring
2024-12-12 17:28:48,908 INFO    SystemMonitor:23296 [interfaces.py:start():190] Started memory monitoring
2024-12-12 17:28:48,969 INFO    SystemMonitor:23296 [interfaces.py:start():190] Started network monitoring
2024-12-12 17:28:48,969 DEBUG   HandlerThread:23296 [system_info.py:probe():150] Probing system
2024-12-12 17:28:48,971 DEBUG   HandlerThread:23296 [gitlib.py:_init_repo():56] git repository is invalid
2024-12-12 17:28:48,971 DEBUG   HandlerThread:23296 [system_info.py:probe():198] Probing system done
